minutes_elapsed,value
-1.9166666666666667,152.0
-1.85,149.0
-1.75,149.0
-1.7,148.0
-1.6166666666666667,149.0
-1.5666666666666667,149.0
-1.4666666666666666,147.0
-1.4,146.0
-1.2666666666666666,145.0
-1.1666666666666667,148.0
-1.15,149.0
-1.05,149.0
-0.9166666666666666,148.0
-0.85,146.0
-0.7666666666666667,146.0
-0.7166666666666667,147.0
-0.6333333333333333,146.0
-0.55,146.0
-0.4166666666666667,145.0
-0.4,145.0
-0.26666666666666666,143.0
-0.18333333333333332,142.0
-0.15,142.0
-0.06666666666666667,141.0
0.016666666666666666,139.0
0.13333333333333333,139.0
0.21666666666666667,137.0
0.3,137.0
0.4166666666666667,138.0
0.4666666666666667,138.0
0.55,137.0
0.6166666666666667,137.0
0.7333333333333333,138.0
0.8,138.0
0.8833333333333333,136.0
0.9333333333333333,136.0
1.0833333333333333,134.0
1.1166666666666667,133.0
1.2166666666666666,132.0
1.2666666666666666,134.0
1.35,134.0
1.45,133.0
1.5833333333333333,135.0
1.6,135.0
1.75,131.0
1.7666666666666666,131.0
1.85,135.0
1.9666666666666666,138.0
2.0833333333333335,135.0
2.1333333333333333,136.0
2.183333333333333,137.0
2.2666666666666666,139.0
2.4166666666666665,141.0
2.466666666666667,141.0
2.5166666666666666,141.0
2.6,140.0
2.75,136.0
2.8333333333333335,135.0
2.9166666666666665,132.0
3.0,127.0
3.033333333333333,127.0
3.1666666666666665,125.0
3.183333333333333,125.0
3.2666666666666666,121.0
3.4166666666666665,113.0
3.433333333333333,113.0
3.566666666666667,112.0
3.6,112.0
3.716666666666667,107.0
3.816666666666667,104.0
3.85,105.0
4.0,102.0
4.05,101.0
4.1,100.0
4.183333333333334,101.0
4.266666666666667,100.0
4.416666666666667,99.0
4.5,102.0
4.533333333333333,99.0
4.666666666666667,100.0
4.733333333333333,103.0
4.816666666666666,103.0
4.85,101.0
4.95,103.0
5.083333333333333,102.0
5.1,102.0
5.216666666666667,102.0
5.266666666666667,104.0
5.35,102.0
5.45,105.0
5.516666666666667,104.0
5.6,104.0
5.683333333333334,104.0
5.766666666666667,102.0
5.9,103.0
5.966666666666667,102.0
6.083333333333333,103.0
6.75,88.0
9.783333333333333,82.0
18.15,56.0
38.28333333333333,66.0
40.35,66.0
45.53333333333333,67.0
46.03333333333333,65.4682
59.016666666666666,86.0
65.21666666666667,76.0
