minutes_elapsed,value
2.316666666666667,136.184
5.616666666666666,164.0
28.666666666666668,140.668
40.916666666666664,147.0
40.93333333333333,147.0
41.083333333333336,147.0
41.166666666666664,148.0
41.18333333333333,148.0
41.333333333333336,138.0
41.36666666666667,138.0
41.45,135.0
41.53333333333333,132.0
41.61666666666667,129.0
41.7,125.0
43.766666666666666,161.239
63.166666666666664,166.088
68.51666666666667,171.0
68.6,170.0
68.61666666666666,170.0
68.7,168.0
68.81666666666666,162.0
68.93333333333334,156.0
69.01666666666667,152.0
69.08333333333333,151.0
69.11666666666666,151.0
69.26666666666667,146.0
69.31666666666666,143.0
69.4,137.0
69.45,135.0
69.6,131.0
69.65,132.0
69.7,131.0
69.78333333333333,125.0
69.91666666666667,124.0
70.01666666666667,123.0
70.03333333333333,122.0
70.18333333333334,124.0
70.21666666666667,124.0
70.35,119.0
70.36666666666666,119.0
70.51666666666667,117.0
70.55,117.0
70.68333333333334,111.0
70.71666666666667,111.0
70.78333333333333,112.0
70.88333333333334,115.0
70.95,116.0
71.05,116.0
71.13333333333334,115.0
71.23333333333333,114.0
71.35,111.0
71.38333333333334,110.0
71.45,110.0
71.6,109.0
71.68333333333334,111.0
71.71666666666667,111.0
