minutes_elapsed,value
-2.0,89.0
-1.9833333333333334,89.0
-1.9833333333333334,89.0
-1.9833333333333334,89.0
-1.9666666666666666,89.0
-1.9666666666666666,88.0
-1.95,86.0
-1.9333333333333333,87.0
-1.9333333333333333,87.0
-1.9333333333333333,87.0
-1.9166666666666667,87.0
-1.9166666666666667,88.0
-1.9,93.0
-1.8833333333333333,96.0
-1.8833333333333333,96.0
-1.8833333333333333,97.0
-1.8666666666666667,97.0
-1.8666666666666667,98.0
-1.85,97.0
-1.8333333333333333,97.0
-1.8333333333333333,92.0
-1.8333333333333333,95.0
-1.8166666666666667,91.0
-1.8166666666666667,91.0
-1.8,91.0
-1.7833333333333334,92.0
-1.7833333333333334,92.0
-1.7833333333333334,92.0
-1.7666666666666666,91.0
-1.7666666666666666,91.0
-1.75,91.0
-1.7333333333333334,91.0
-1.7333333333333334,91.0
-1.7333333333333334,91.0
-1.7166666666666666,91.0
-1.7166666666666666,91.0
-1.7,91.0
-1.6833333333333333,91.0
-1.6833333333333333,90.0
-1.6833333333333333,90.0
-1.6666666666666667,88.0
-1.6666666666666667,86.0
-1.65,86.0
-1.6333333333333333,83.0
-1.6333333333333333,80.0
-1.6333333333333333,80.0
-1.6166666666666667,78.0
-1.6166666666666667,78.0
-1.6,78.0
-1.5833333333333333,78.0
-1.5833333333333333,78.0
-1.5833333333333333,78.0
-1.5666666666666667,78.0
-1.5666666666666667,78.0
-1.55,78.0
-1.5333333333333334,78.0
-1.5333333333333334,78.0
-1.5333333333333334,77.0
-1.5166666666666666,77.0
-1.5166666666666666,77.0
-1.5,77.0
-1.4833333333333334,77.0
-1.4833333333333334,77.0
-1.4833333333333334,77.0
-1.4666666666666666,77.0
-1.4666666666666666,76.0
-1.45,76.0
-1.4333333333333333,76.0
-1.4333333333333333,74.0
-1.4333333333333333,74.0
-1.4166666666666667,73.0
-1.4166666666666667,73.0
-1.4,73.0
-1.3833333333333333,72.0
-1.3833333333333333,72.0
-1.3833333333333333,72.0
-1.3666666666666667,75.0
-1.35,75.0
-1.3333333333333333,77.0
-1.3333333333333333,78.0
-1.3333333333333333,78.0
-1.3333333333333333,78.0
-1.3166666666666667,78.0
-1.3166666666666667,78.0
-1.3,78.0
-1.2833333333333334,78.0
-1.2833333333333334,78.0
-1.2833333333333334,78.0
-1.2666666666666666,78.0
-1.2666666666666666,78.0
-1.25,78.0
-1.2333333333333334,78.0
-1.2333333333333334,78.0
-1.2333333333333334,78.0
-1.2166666666666666,78.0
-1.2166666666666666,78.0
-1.2,78.0
-1.1833333333333333,78.0
-1.1833333333333333,78.0
-1.1833333333333333,78.0
-1.1666666666666667,78.0
-1.1666666666666667,78.0
-1.15,78.0
-1.1333333333333333,79.0
-1.1333333333333333,79.0
-1.1333333333333333,78.0
-1.1166666666666667,79.0
-1.1166666666666667,79.0
-1.1,79.0
-1.0833333333333333,79.0
-1.0833333333333333,79.0
-1.0833333333333333,79.0
-1.0666666666666667,79.0
-1.0666666666666667,81.0
-1.05,85.0
-1.0333333333333334,85.0
-1.0333333333333334,86.0
-1.0333333333333334,87.0
-1.0166666666666666,89.0
-1.0166666666666666,89.0
-1.0,89.0
-0.9833333333333333,87.0
-0.9833333333333333,87.0
-0.9833333333333333,85.0
-0.9666666666666667,84.0
-0.9666666666666667,84.0
-0.95,84.0
-0.9333333333333333,85.0
-0.9333333333333333,85.0
-0.9333333333333333,85.0
-0.9166666666666666,85.0
-0.9166666666666666,85.0
-0.9,85.0
-0.8833333333333333,85.0
-0.8833333333333333,85.0
-0.8833333333333333,85.0
-0.8666666666666667,85.0
-0.8666666666666667,85.0
-0.85,85.0
-0.8333333333333334,85.0
-0.8333333333333334,85.0
-0.8333333333333334,85.0
-0.8166666666666667,81.0
-0.8166666666666667,85.0
-0.8,79.0
-0.7833333333333333,79.0
-0.7833333333333333,78.0
-0.7833333333333333,78.0
-0.7666666666666667,78.0
-0.7666666666666667,77.0
-0.75,77.0
-0.7333333333333333,74.0
-0.7333333333333333,73.0
-0.7333333333333333,73.0
-0.7166666666666667,72.0
-0.7,72.0
-0.7,72.0
-0.6833333333333333,75.0
-0.6833333333333333,75.0
-0.6833333333333333,77.0
-0.6666666666666666,78.0
-0.6666666666666666,78.0
-0.65,77.0
-0.6333333333333333,77.0
-0.6333333333333333,77.0
-0.6333333333333333,77.0
-0.6166666666666667,77.0
-0.6166666666666667,79.0
-0.6,80.0
-0.5833333333333334,80.0
-0.5833333333333334,79.0
-0.5833333333333334,79.0
-0.5666666666666667,79.0
-0.5666666666666667,79.0
-0.55,80.0
-0.5333333333333333,80.0
-0.5333333333333333,80.0
-0.5333333333333333,80.0
-0.5166666666666667,79.0
-0.5166666666666667,80.0
-0.5,77.0
-0.48333333333333334,77.0
-0.48333333333333334,77.0
-0.48333333333333334,79.0
-0.4666666666666667,79.0
-0.4666666666666667,81.0
-0.45,83.0
-0.43333333333333335,84.0
-0.43333333333333335,84.0
-0.43333333333333335,84.0
-0.4166666666666667,82.0
-0.4166666666666667,82.0
-0.4,81.0
-0.38333333333333336,80.0
-0.38333333333333336,80.0
-0.38333333333333336,79.0
-0.36666666666666664,79.0
-0.36666666666666664,79.0
-0.35,79.0
-0.3333333333333333,79.0
-0.3333333333333333,78.0
-0.3333333333333333,77.0
-0.31666666666666665,77.0
-0.31666666666666665,76.0
-0.3,75.0
-0.2833333333333333,75.0
-0.2833333333333333,73.0
-0.2833333333333333,73.0
-0.26666666666666666,72.0
-0.26666666666666666,72.0
-0.25,71.0
-0.23333333333333334,72.0
-0.23333333333333334,71.0
-0.23333333333333334,71.0
-0.21666666666666667,72.0
-0.21666666666666667,72.0
