minutes_elapsed,value
0.75,171.0
0.8,173.0
0.8833333333333333,174.0
1.0,178.0
1.0833333333333333,179.0
1.1333333333333333,179.0
1.2166666666666666,179.0
1.2666666666666666,179.0
1.3666666666666667,179.0
1.4333333333333333,180.0
1.55,181.0
1.6,181.0
1.7166666666666666,181.0
1.8,181.0
1.85,182.0
2.0,182.0
2.0166666666666666,182.0
2.1166666666666667,181.0
2.2333333333333334,181.0
2.3333333333333335,181.0
2.4,180.0
2.45,180.0
2.5833333333333335,181.0
2.6333333333333333,181.0
2.7,181.0
2.816666666666667,181.0
2.8833333333333333,181.0
2.966666666666667,181.0
3.0166666666666666,181.0
3.15,181.0
3.183333333333333,181.0
3.283333333333333,180.0
3.4166666666666665,179.0
3.466666666666667,178.0
3.566666666666667,178.0
3.6,178.0
3.7,177.0
3.7666666666666666,176.0
4.5,172.0
4.533333333333333,172.0
5.083333333333333,170.0
5.166666666666667,171.0
5.25,171.0
5.266666666666667,171.0
5.416666666666667,171.0
5.5,172.0
5.583333333333333,172.0
5.666666666666667,172.0
5.733333333333333,172.0
5.833333333333333,172.0
5.85,172.0
5.983333333333333,171.0
6.083333333333333,170.0
6.133333333333334,171.0
6.216666666666667,171.0
6.3,170.0
6.416666666666667,171.0
6.483333333333333,172.0
6.55,173.0
6.666666666666667,174.0
6.75,175.0
6.783333333333333,176.0
6.916666666666667,177.0
6.983333333333333,178.0
7.05,177.0
7.133333333333334,178.0
7.25,178.0
7.316666666666666,178.0
7.366666666666666,178.0
7.45,178.0
7.566666666666666,178.0
7.6,178.0
7.75,178.0
7.783333333333333,177.0
7.9,178.0
7.933333333333334,178.0
8.083333333333334,178.0
8.116666666666667,178.0
8.25,178.0
8.316666666666666,178.0
8.4,178.0
8.5,179.0
8.566666666666666,179.0
8.6,179.0
8.683333333333334,179.0
8.833333333333334,179.0
8.883333333333333,178.0
8.933333333333334,178.0
9.083333333333334,178.0
9.166666666666666,178.0
9.233333333333333,177.0
9.316666666666666,177.0
9.4,177.0
9.433333333333334,178.0
9.55,177.0
9.616666666666667,177.0
9.683333333333334,176.0
9.766666666666667,176.0
9.916666666666666,177.0
9.966666666666667,176.0
10.066666666666666,176.0
10.166666666666666,176.0
10.183333333333334,176.0
10.283333333333333,175.0
10.35,176.0
10.483333333333333,176.0
10.566666666666666,176.0
10.633333333333333,177.0
10.7,177.0
10.833333333333334,177.0
10.916666666666666,176.0
10.933333333333334,177.0
11.016666666666667,176.0
11.1,177.0
11.25,176.0
11.333333333333334,176.0
11.35,176.0
11.5,176.0
11.516666666666667,176.0
11.6,176.0
11.75,177.0
11.833333333333334,177.0
11.866666666666667,178.0
11.933333333333334,178.0
12.016666666666667,178.0
12.466666666666667,177.0
12.766666666666667,180.0
12.933333333333334,180.0
12.95,180.0
13.066666666666666,180.0
13.116666666666667,179.0
13.266666666666667,179.0
13.333333333333334,179.0
13.45,180.0
13.616666666666667,180.0
13.7,180.0
13.966666666666667,181.0
14.233333333333333,180.0
14.45,178.0
14.7,177.0
15.266666666666667,177.0
16.066666666666666,180.0
16.183333333333334,180.0
16.266666666666666,181.0
16.283333333333335,181.0
16.416666666666668,181.0
16.516666666666666,182.0
16.533333333333335,182.0
16.683333333333334,180.0
16.7,181.0
16.816666666666666,181.0
16.933333333333334,182.0
16.966666666666665,182.0
17.433333333333334,182.0
17.5,183.0
17.55,183.0
17.683333333333334,183.0
17.866666666666667,182.0
18.016666666666666,183.0
18.033333333333335,183.0
18.116666666666667,182.0
18.366666666666667,182.0
18.5,182.0
18.533333333333335,182.0
18.683333333333334,183.0
18.7,183.0
18.8,184.0
18.933333333333334,182.0
19.016666666666666,182.0
19.1,183.0
19.166666666666668,183.0
19.266666666666666,183.0
19.283333333333335,183.0
19.383333333333333,184.0
19.466666666666665,183.0
19.583333333333332,184.0
19.683333333333334,184.0
19.7,185.0
19.85,186.0
19.916666666666668,185.0
20.016666666666666,186.0
20.033333333333335,186.0
20.183333333333334,186.0
20.983333333333334,176.0
21.033333333333335,174.0
21.15,169.0
21.3,166.0
21.433333333333334,165.0
21.516666666666666,160.0
21.6,155.0
21.683333333333334,152.0
21.75,151.0
21.783333333333335,151.0
22.1,145.0
22.166666666666668,142.0
22.216666666666665,140.0
22.3,138.0
22.433333333333334,135.0
22.483333333333334,134.0
22.55,134.0
22.933333333333334,130.0
23.016666666666666,129.0
23.05,129.0
23.133333333333333,130.0
23.216666666666665,128.0
23.283333333333335,127.0
23.433333333333334,126.0
23.516666666666666,126.0
23.533333333333335,126.0
23.65,126.0
23.733333333333334,126.0
23.783333333333335,126.0
