minutes_elapsed,value
-2.0,164.0
-2.0,165.0
-1.9833333333333334,166.0
-1.9833333333333334,166.0
-1.9666666666666666,166.0
-1.9666666666666666,166.0
-1.95,165.0
-1.95,165.0
-1.9333333333333333,166.0
-1.9333333333333333,166.0
-1.9166666666666667,166.0
-1.9166666666666667,166.0
-1.9,166.0
-1.9,166.0
-1.8833333333333333,166.0
-1.8833333333333333,165.0
-1.8666666666666667,165.0
-1.8666666666666667,166.0
-1.85,166.0
-1.85,166.0
-1.8333333333333333,165.0
-1.8333333333333333,165.0
-1.8166666666666667,165.0
-1.8166666666666667,165.0
-1.8,166.0
-1.8,166.0
-1.7833333333333334,166.0
-1.7666666666666666,165.0
-1.7666666666666666,166.0
-1.7666666666666666,165.0
-1.75,167.0
-1.75,166.0
-1.7333333333333334,167.0
-1.7333333333333334,167.0
-1.7166666666666666,167.0
-1.7166666666666666,168.0
-1.7,168.0
-1.7,169.0
-1.6833333333333333,169.0
-1.6833333333333333,169.0
-1.6666666666666667,170.0
-1.6666666666666667,170.0
-1.65,170.0
-1.65,170.0
-1.6333333333333333,170.0
-1.6333333333333333,170.0
-1.6166666666666667,170.0
-1.6166666666666667,170.0
-1.6,170.0
-1.6,170.0
-1.5833333333333333,169.0
-1.5833333333333333,169.0
-1.5666666666666667,169.0
-1.5666666666666667,169.0
-1.55,169.0
-1.55,169.0
-1.5333333333333334,170.0
-1.5333333333333334,170.0
-1.5166666666666666,169.0
-1.5166666666666666,169.0
-1.5,169.0
-1.5,169.0
-1.4833333333333334,169.0
-1.4833333333333334,169.0
-1.4666666666666666,169.0
-1.4666666666666666,169.0
-1.45,169.0
-1.45,169.0
-1.4333333333333333,169.0
-1.4333333333333333,169.0
-1.4166666666666667,169.0
-1.4166666666666667,169.0
-1.4,168.0
-1.4,168.0
-1.3833333333333333,169.0
-1.3833333333333333,168.0
-1.3666666666666667,168.0
-1.3666666666666667,168.0
-1.35,168.0
-1.35,169.0
-1.3333333333333333,168.0
-1.3333333333333333,168.0
-1.3166666666666667,169.0
-1.3166666666666667,169.0
-1.3,169.0
-1.3,170.0
-1.2833333333333334,169.0
-1.2833333333333334,169.0
-1.2666666666666666,170.0
-1.2666666666666666,169.0
-1.25,170.0
-1.25,170.0
-1.2333333333333334,170.0
-1.2333333333333334,170.0
-1.2166666666666666,169.0
-1.2166666666666666,170.0
-1.2,170.0
-1.2,170.0
-1.1833333333333333,171.0
-1.1833333333333333,171.0
-1.1666666666666667,171.0
-1.1666666666666667,171.0
-1.15,171.0
-1.1333333333333333,171.0
-1.1333333333333333,171.0
-1.1333333333333333,171.0
-1.1166666666666667,171.0
