minutes_elapsed,value
0.23333333333333334,165.89
15.666666666666666,157.89
18.0,134.0
18.066666666666666,137.0
18.15,135.0
18.216666666666665,134.0
18.283333333333335,132.0
18.366666666666667,130.0
18.45,129.0
18.6,139.0
18.616666666666667,139.0
18.716666666666665,138.0
18.783333333333335,137.0
18.866666666666667,137.0
18.966666666666665,135.0
19.05,136.0
19.116666666666667,132.0
19.233333333333334,131.0
19.333333333333332,128.0
19.383333333333333,129.0
19.45,128.0
19.583333333333332,126.0
19.616666666666667,127.0
19.7,125.0
19.8,124.0
19.9,121.0
20.016666666666666,122.0
20.1,120.0
20.116666666666667,121.0
20.266666666666666,121.0
20.283333333333335,121.0
20.433333333333334,126.0
20.516666666666666,125.0
20.6,124.0
20.616666666666667,123.0
20.7,122.0
20.783333333333335,123.0
20.883333333333333,123.0
20.95,122.0
21.033333333333335,120.0
21.116666666666667,121.0
21.25,121.0
31.45,116.0
31.65,116.0
31.7,118.0
31.766666666666666,117.0
31.916666666666668,118.0
32.0,119.0
32.13333333333333,118.0
36.8,104.0
44.68333333333333,105.0
49.583333333333336,98.0
55.166666666666664,99.0
57.516666666666666,99.0
60.4,98.0
68.43333333333334,98.0
77.38333333333334,104.0
81.4,102.0
