date,resting_hr,min_hr,max_hr,measurements
2023-08-05,58.0,55.0,121.0,200
2023-08-06,65.1,57.0,136.0,449
2023-08-07,61.7,46.0,97.0,162
2023-08-08,59.3,56.0,106.0,190
2023-08-09,57.9,43.0,118.0,172
2023-08-10,59.7,44.0,96.0,179
2023-08-11,62.0,48.0,117.0,229
2023-08-12,58.1,45.0,120.0,185
2023-08-13,68.7,60.0,186.0,785
2023-08-14,62.4,57.0,107.0,246
2023-08-15,62.2,59.0,95.0,118
2023-08-16,61.9,59.0,130.0,254
2023-08-17,61.0,57.0,184.0,296
2023-08-18,58.3,53.0,119.0,285
2023-08-19,58.7,55.0,105.0,220
2023-08-20,67.5,56.0,192.0,747
2023-08-21,63.3,58.0,117.0,231
2023-08-22,59.7,55.0,120.0,256
2023-08-23,57.8,55.0,108.0,220
2023-08-24,57.9,53.0,105.0,363
2023-08-25,62.7,62.0,89.0,29
2023-08-26,60.2,58.0,88.0,106
2023-08-27,64.5,56.0,105.5,159
2023-08-28,61.3,59.0,109.0,155
2023-08-29,61.0,59.0,117.0,223
2023-08-30,55.5,45.0,87.0,108
2023-08-31,58.4,53.0,114.0,195
2023-09-01,61.6,56.0,123.0,207
2023-09-02,61.4,55.0,112.0,252
2023-09-03,62.4,57.0,120.8,262
2023-09-04,65.3,56.0,197.0,680
2023-09-05,62.9,47.0,100.0,164
2023-09-06,59.4,51.0,115.6,182
2023-09-07,57.7,51.0,106.0,155
2023-09-08,62.5,52.0,120.7,194
2023-09-09,72.1,56.0,184.0,967
2023-09-10,73.1,56.0,182.0,389
2023-09-11,59.9,40.0,101.0,202
2023-09-12,61.6,48.0,185.0,802
2023-09-13,56.6,54.0,135.0,241
2023-09-14,56.6,52.0,131.0,164
2023-09-15,57.8,55.0,98.0,192
2023-09-16,63.2,48.0,177.0,771
2023-09-17,55.3,54.0,91.0,188
2023-09-18,54.7,51.0,96.0,203
2023-09-19,59.1,57.0,108.0,176
2023-09-20,61.0,40.0,187.0,434
2023-09-21,53.1,50.9,107.0,200
2023-09-22,54.6,49.0,106.0,203
2023-09-23,57.2,50.0,118.0,229
2023-09-24,71.0,71.0,94.0,11
2023-09-25,57.2,54.0,115.0,237
2023-09-26,52.0,50.0,105.0,200
2023-09-27,53.2,48.0,116.0,279
2023-09-28,57.4,53.0,100.0,177
2023-09-29,57.0,54.0,127.0,221
2023-09-30,61.0,54.0,165.0,224
2023-10-01,60.3,53.0,97.0,203
2023-10-02,63.2,52.0,110.0,196
2023-10-03,56.1,53.0,98.0,195
2023-10-04,60.1,57.0,127.0,137
2023-10-05,66.0,44.0,122.0,208
2023-10-06,59.6,56.0,106.0,234
2023-10-07,58.3,47.0,104.9,179
2023-10-08,64.6,52.0,190.0,777
2023-10-09,58.2,46.0,134.0,201
2023-10-10,58.7,53.0,116.3,190
2023-10-11,57.4,54.0,107.0,183
2023-10-12,53.1,50.1,87.0,204
2023-10-13,56.0,54.0,121.0,173
2023-10-14,60.1,53.0,122.0,322
2023-10-15,63.4,62.0,96.0,104
2023-10-16,55.2,42.0,90.0,256
2023-10-17,59.0,54.0,86.0,178
2023-10-18,59.4,57.0,96.0,178
2023-10-19,53.5,52.0,95.0,209
2023-10-20,52.6,52.0,92.0,124
2023-10-21,70.5,46.0,181.0,443
2023-10-22,65.9,52.0,89.0,185
2023-10-23,59.2,49.0,84.0,161
2023-10-24,58.7,45.0,102.0,199
2023-10-25,61.6,55.0,94.0,188
2023-10-26,61.1,54.0,124.5,220
2023-10-27,58.5,48.0,124.0,204
2023-10-28,63.8,54.0,109.2,237
2023-10-29,66.3,47.0,101.0,143
2023-11-01,60.0,53.0,90.0,159
2023-11-02,64.4,46.0,130.0,292
2023-11-03,62.0,50.0,128.0,282
2023-11-04,60.2,59.0,76.0,50
2023-11-05,65.4,58.0,170.0,243
2023-11-06,63.2,59.0,85.0,63
2023-11-07,56.9,49.0,96.0,179
2023-11-08,60.6,43.0,116.0,162
2023-11-09,59.3,49.0,139.0,249
2023-11-10,56.6,41.0,129.0,178
2023-11-11,56.5,55.0,87.0,197
2023-11-12,61.8,56.0,129.0,275
2023-11-13,57.8,44.0,104.0,142
2023-11-14,61.6,58.0,92.0,172
2023-11-15,63.0,54.0,102.0,194
2023-11-16,58.6,43.0,126.0,209
2023-11-17,60.1,41.0,110.0,204
2023-11-18,63.5,48.0,121.0,159
2023-11-19,59.5,43.0,118.0,246
2023-11-20,60.5,45.0,118.9,185
2023-11-21,60.8,51.0,121.0,191
2023-11-22,62.0,53.0,124.0,205
2023-11-23,59.1,52.0,113.0,197
2023-11-24,60.5,54.0,97.0,183
2023-11-25,64.6,52.0,137.0,169
2023-11-26,58.7,43.0,113.3,183
2023-11-27,60.0,57.0,91.0,188
2023-11-28,63.4,53.0,98.0,207
2023-11-29,59.4,51.0,100.0,178
2023-11-30,62.2,56.0,83.0,54
2023-12-02,66.2,60.0,118.0,184
2023-12-03,58.8,46.0,132.0,316
2023-12-04,64.1,57.0,114.0,74
2023-12-05,60.7,53.0,126.0,192
2023-12-06,61.5,59.0,121.0,216
2023-12-07,61.4,55.0,110.0,178
2023-12-08,62.7,54.0,128.6,170
2023-12-09,62.0,48.0,155.0,209
2023-12-10,63.2,58.0,120.0,90
2023-12-11,58.7,56.0,122.0,96
2023-12-12,54.8,53.0,97.0,216
2023-12-13,58.7,47.0,111.0,179
2023-12-14,60.0,57.0,107.0,190
2023-12-15,63.7,53.0,129.9,216
2023-12-16,66.6,46.0,123.0,205
2023-12-17,65.2,56.0,125.0,203
2023-12-18,66.6,52.0,137.0,262
2023-12-19,63.1,50.0,109.0,207
2023-12-20,65.7,53.0,129.0,269
2023-12-21,60.1,51.0,116.0,215
2023-12-22,62.1,41.0,120.0,184
2023-12-23,62.6,52.0,119.9,200
2023-12-24,63.9,58.0,131.0,103
2023-12-25,66.6,53.0,138.8,136
2023-12-26,58.2,50.0,112.0,111
2023-12-27,58.6,57.0,112.0,198
2023-12-28,58.6,50.0,126.0,197
2023-12-29,61.8,57.0,126.4,161
2023-12-30,61.1,49.0,149.0,136
2023-12-31,65.2,43.0,119.0,182
2024-01-01,63.5,46.0,113.0,224
2024-01-02,55.6,41.0,141.0,190
2024-01-03,62.6,59.0,175.0,209
2024-01-04,63.2,61.0,89.0,179
2024-01-05,62.0,58.0,151.0,235
2024-01-06,56.2,51.0,137.0,291
2024-01-07,59.5,57.0,132.0,237
2024-01-08,63.4,61.0,112.0,180
2024-01-09,61.9,59.0,142.0,201
2024-01-10,62.5,60.0,96.0,202
2024-01-11,65.2,44.0,143.0,205
2024-01-12,65.0,62.0,137.6,196
2024-01-13,64.0,60.0,134.8,206
2024-01-14,60.7,58.0,150.0,208
2024-01-15,56.1,54.0,111.3,206
2024-01-16,59.7,53.0,124.0,250
2024-01-17,65.8,61.0,103.0,195
2024-01-18,66.1,63.0,154.0,221
2024-01-19,66.3,63.0,131.0,199
2024-01-20,63.8,61.0,127.4,216
2024-01-21,64.2,55.0,140.0,216
2024-01-22,64.1,63.0,133.0,190
2024-01-23,63.2,60.0,109.0,189
2024-01-24,65.0,61.0,98.0,185
2024-01-25,62.1,45.0,137.1,244
2024-01-26,64.0,60.0,130.0,293
2024-01-27,59.9,58.0,141.0,267
2024-01-28,53.0,51.0,123.0,473
2024-01-29,61.9,52.0,113.0,216
2024-01-30,62.4,59.0,135.0,194
2024-01-31,60.8,55.0,135.0,203
2024-02-01,64.6,58.0,131.8,219
2024-02-02,61.6,59.0,132.0,213
2024-02-03,61.5,57.0,117.1,230
2024-02-04,62.6,59.0,133.0,300
2024-02-05,58.9,56.0,110.3,179
2024-02-06,58.1,54.0,119.0,190
2024-02-07,62.2,54.0,117.0,251
2024-02-08,65.7,61.0,135.0,201
2024-02-09,65.5,63.0,127.1,210
2024-02-10,63.7,59.0,153.0,311
2024-02-11,75.6,70.0,116.0,281
2024-02-12,66.8,63.0,125.0,249
2024-02-13,64.5,60.0,95.0,201
2024-02-14,63.1,60.0,108.0,179
2024-02-15,65.5,61.0,136.2,217
2024-02-16,63.5,59.0,101.0,210
2024-02-17,58.7,55.0,178.0,704
2024-02-18,65.4,62.0,132.0,208
2024-02-19,59.8,48.0,92.0,200
2024-02-20,62.1,58.0,94.5,220
2024-02-21,58.6,55.0,97.0,181
2024-02-22,59.9,56.0,121.3,203
2024-02-23,66.0,63.0,136.0,191
2024-02-24,63.3,59.0,117.0,233
2024-02-25,66.3,60.0,190.0,631
2024-02-26,60.6,57.0,90.0,192
2024-02-27,59.5,57.0,87.0,195
2024-02-28,58.7,54.0,106.9,185
2024-02-29,50.8,46.0,109.0,271
2024-03-01,51.8,50.0,124.0,259
2024-03-02,68.2,57.0,180.0,976
2024-03-03,63.4,58.0,137.0,200
2024-03-04,65.0,59.0,126.0,219
2024-03-05,60.3,57.0,87.0,199
2024-03-06,58.9,55.0,124.7,195
2024-03-07,67.7,58.0,166.0,572
2024-03-08,61.7,57.0,146.0,152
2024-03-09,58.2,53.0,122.0,203
2024-03-10,64.3,57.0,116.2,212
2024-03-11,61.9,60.0,102.0,178
2024-03-12,59.5,57.0,95.0,217
2024-03-13,59.0,55.0,97.0,190
2024-03-14,64.8,61.0,131.5,246
2024-03-15,60.1,57.0,146.0,216
2024-03-16,61.2,57.0,100.0,192
2024-03-17,63.2,47.0,133.0,295
2024-03-18,60.9,59.0,105.0,250
2024-03-19,64.8,60.0,101.0,236
2024-03-20,62.4,58.0,142.0,190
2024-03-21,60.5,58.0,128.0,208
2024-03-22,63.4,61.0,156.3,193
2024-03-23,64.0,62.0,132.0,180
2024-03-24,57.0,55.0,111.0,246
2024-03-25,61.7,56.0,136.5,314
2024-03-26,62.9,59.0,101.0,211
2024-03-27,62.1,55.0,87.0,179
2024-03-28,62.6,47.0,152.0,211
2024-03-29,62.6,60.0,142.3,219
2024-03-30,65.6,59.0,136.7,197
2024-03-31,62.5,57.6,127.5,218
2024-04-01,60.7,58.0,116.8,186
2024-04-02,62.1,59.0,106.0,183
2024-04-03,62.0,60.0,128.0,191
2024-04-04,62.0,58.0,112.0,210
2024-04-05,59.4,58.0,142.5,234
2024-04-06,57.4,54.0,134.0,227
2024-04-07,56.5,52.0,126.0,245
2024-04-08,60.5,57.0,124.9,294
2024-04-09,57.2,54.0,83.0,209
2024-04-10,58.8,54.0,100.0,215
2024-04-11,58.7,56.0,121.2,210
2024-04-12,61.3,58.0,134.8,392
2024-04-13,60.4,55.0,138.0,231
2024-04-14,61.5,58.0,115.0,263
2024-04-15,62.2,55.0,123.0,222
2024-04-16,61.8,57.0,98.0,204
2024-04-17,61.7,58.0,119.0,206
2024-04-18,64.0,59.0,130.7,236
2024-04-19,59.8,57.0,123.0,232
2024-04-20,61.8,58.0,131.6,261
2024-04-21,62.4,59.0,168.4,186
2024-04-22,59.4,55.0,127.0,207
2024-04-23,61.4,59.0,87.0,205
2024-04-24,60.0,59.0,116.0,269
2024-04-25,59.0,57.0,119.0,245
2024-04-26,57.6,55.0,119.0,315
2024-04-27,57.9,54.0,144.0,228
2024-04-28,62.6,56.0,122.5,195
2024-04-29,59.3,56.0,102.0,197
2024-04-30,62.0,57.0,137.0,258
2024-05-01,59.5,48.0,109.0,213
2024-05-02,63.6,61.0,138.0,280
2024-05-03,63.0,60.0,132.6,197
2024-05-04,62.4,50.0,150.0,259
2024-05-05,63.6,60.0,133.0,194
2024-05-06,64.6,58.0,134.5,299
2024-05-07,61.2,58.0,94.0,213
2024-05-08,59.1,57.0,81.0,191
2024-05-09,60.8,57.0,142.6,245
2024-05-10,58.2,54.0,133.0,204
2024-05-11,65.0,63.0,126.0,318
2024-05-12,62.0,58.0,122.0,243
2024-05-13,61.8,56.0,125.5,256
2024-05-14,64.9,61.0,115.0,238
2024-05-15,64.8,63.0,130.0,207
2024-05-16,66.2,63.0,143.7,156
2024-05-17,64.7,61.0,188.0,233
2024-05-18,64.6,62.0,132.0,201
2024-05-19,58.6,54.0,129.0,256
2024-05-20,59.5,56.0,98.5,219
2024-05-21,55.8,54.0,86.0,217
2024-05-22,65.8,64.0,172.0,114
2024-05-23,58.2,56.0,88.0,220
2024-05-24,63.7,58.1,140.0,290
2024-05-25,61.8,59.0,118.0,265
2024-05-26,55.9,53.0,165.7,193
2024-05-27,47.6,46.0,76.0,196
2024-05-28,51.2,47.0,138.3,213
2024-05-29,51.1,50.0,113.0,86
2024-05-30,53.0,50.0,107.0,187
2024-05-31,52.3,49.0,114.0,226
2024-06-01,51.7,49.0,122.0,227
2024-06-02,52.7,48.0,159.8,162
2024-06-03,58.4,53.0,125.0,403
2024-06-04,54.8,53.0,91.0,222
2024-06-05,54.8,49.0,133.0,213
2024-06-06,54.0,52.0,104.0,205
2024-06-07,64.5,54.0,182.0,329
2024-06-08,58.9,55.0,132.0,319
2024-06-09,50.7,46.0,139.0,247
2024-06-10,53.7,53.0,159.0,214
2024-06-11,52.8,51.0,110.0,246
2024-06-12,52.1,49.0,168.1,206
2024-06-13,52.4,50.0,109.0,230
2024-06-14,49.9,47.0,100.5,279
2024-06-15,51.7,47.0,136.0,222
2024-06-16,53.2,52.0,137.0,244
2024-06-17,52.6,49.0,127.0,271
2024-06-18,51.8,49.0,132.6,175
2024-06-19,55.5,50.0,143.0,684
2024-06-20,58.3,52.0,163.2,517
2024-06-21,51.2,48.0,93.0,275
2024-06-22,60.1,57.0,152.3,252
2024-06-23,57.6,53.0,94.0,242
2024-06-24,53.9,51.0,79.0,204
2024-06-25,59.0,56.9,99.0,317
2024-06-26,55.5,52.0,91.0,208
2024-06-27,54.5,51.0,115.0,237
2024-06-28,55.1,51.0,101.0,200
2024-06-29,55.7,51.0,131.0,266
2024-06-30,58.7,53.0,111.0,272
2024-07-01,57.8,53.9,117.0,242
2024-07-02,57.0,54.0,96.0,200
2024-07-03,53.4,50.0,155.0,270
2024-07-04,58.3,55.0,149.0,245
2024-07-05,58.1,55.0,108.0,218
2024-07-06,54.6,51.0,101.7,219
2024-07-07,58.6,55.0,157.0,225
2024-07-08,58.4,56.0,100.0,206
2024-07-09,58.2,55.0,102.0,214
2024-07-10,56.9,54.0,104.6,238
2024-07-11,53.3,49.0,82.0,211
2024-07-12,53.0,50.0,105.8,226
2024-07-13,65.0,60.0,120.0,373
2024-07-14,60.5,57.0,99.0,185
2024-07-15,57.8,53.0,130.0,324
2024-07-16,54.4,50.0,82.0,196
2024-07-17,58.1,55.0,109.7,195
2024-07-18,59.0,55.0,130.0,208
2024-07-19,63.2,62.0,121.2,258
2024-07-20,66.1,63.0,96.0,138
2024-07-21,59.4,56.0,140.0,299
2024-07-22,57.9,55.0,114.0,258
2024-07-23,58.1,55.0,81.0,192
2024-07-24,60.6,55.0,121.0,520
2024-07-25,62.8,59.0,138.0,414
2024-07-26,62.6,60.0,117.7,222
2024-07-27,57.1,54.0,107.3,237
2024-07-28,61.1,59.0,127.0,201
2024-07-29,58.7,56.0,116.0,340
2024-07-30,58.5,56.0,106.0,242
2024-07-31,59.8,57.0,123.0,237
2024-08-01,57.8,53.0,93.0,204
2024-08-02,59.3,55.0,140.0,190
2024-08-03,55.2,51.0,114.6,205
2024-08-04,56.5,49.0,113.0,702
2024-08-05,59.6,54.0,110.0,430
2024-08-06,53.2,51.0,86.0,224
2024-08-07,46.2,43.0,114.0,261
2024-08-08,57.2,54.0,112.0,219
2024-08-09,55.8,51.0,115.4,246
2024-08-10,61.5,57.0,119.8,249
2024-08-11,58.2,54.0,106.8,195
2024-08-12,59.9,57.0,121.0,268
2024-08-13,57.4,54.0,92.0,179
2024-08-14,61.6,55.0,92.0,189
2024-08-15,58.0,54.0,105.0,212
2024-08-16,64.8,63.0,120.0,232
2024-08-17,56.1,49.0,112.9,210
2024-08-18,61.1,56.0,122.4,397
2024-08-19,53.1,49.0,125.0,264
2024-08-20,59.0,55.0,81.0,188
2024-08-21,54.6,50.0,104.0,324
2024-08-22,55.2,53.0,94.0,202
2024-08-23,53.6,52.0,102.0,209
2024-08-24,58.3,55.0,125.0,265
2024-08-25,55.2,53.0,109.5,171
2024-08-26,56.2,52.0,81.0,190
2024-08-27,59.3,57.0,93.0,213
2024-08-28,59.5,55.0,100.0,200
2024-08-29,62.2,58.0,88.0,247
2024-08-30,61.3,57.0,116.7,262
2024-08-31,59.9,58.0,118.0,319
2024-09-01,80.2,70.0,115.0,346
2024-09-02,58.8,54.0,94.0,398
2024-09-03,57.5,54.0,132.9,225
2024-09-04,55.8,54.0,67.0,32
2024-09-05,64.5,56.0,183.0,1454
2024-09-06,61.7,58.0,142.0,365
2024-09-07,58.6,55.0,134.0,316
2024-09-08,56.3,53.0,142.0,218
2024-09-09,59.9,52.0,145.0,328
2024-09-10,68.9,61.0,186.0,966
2024-09-11,59.2,56.0,157.0,221
2024-09-12,53.0,46.0,180.0,765
2024-09-13,58.2,53.0,133.0,192
2024-09-14,63.0,48.0,161.0,578
2024-09-15,63.2,54.0,166.0,213
2024-09-16,65.8,59.0,177.2,509
2024-09-17,61.8,60.0,110.0,60
2024-09-18,62.6,54.0,108.4,303
2024-09-19,60.7,57.0,146.0,299
2024-09-20,58.5,55.0,115.0,212
2024-09-21,62.1,56.0,167.7,345
2024-09-22,60.7,57.8,163.4,237
2024-09-23,59.1,57.0,104.0,226
2024-09-24,57.2,55.0,88.0,202
2024-09-25,58.2,54.0,88.0,134
2024-09-26,59.3,57.0,94.0,206
2024-09-27,57.1,52.0,96.0,171
2024-09-28,60.9,52.0,182.0,492
2024-09-29,57.5,55.0,107.0,225
2024-09-30,55.4,52.0,105.0,168
2024-10-01,62.5,56.0,120.0,202
2024-10-02,60.1,54.0,113.0,151
2024-10-03,63.2,61.0,101.0,203
2024-10-04,59.2,56.0,164.9,217
2024-10-05,60.4,59.0,179.9,211
2024-10-06,57.4,52.0,99.0,219
2024-10-07,58.5,56.0,104.0,178
2024-10-08,62.5,59.0,111.0,187
2024-10-09,64.3,46.0,115.0,276
2024-10-10,59.6,58.0,122.0,285
2024-10-11,56.6,52.0,129.0,257
2024-10-12,57.5,54.0,151.0,206
2024-10-13,63.2,59.0,172.0,414
2024-10-14,59.1,54.0,134.0,172
2024-10-15,62.4,60.0,98.0,203
2024-10-16,61.9,55.0,138.0,184
2024-10-17,58.1,53.0,116.0,250
2024-10-18,54.3,52.0,190.0,585
2024-10-19,59.3,58.2,108.0,98
2024-10-20,62.9,59.0,138.0,248
2024-10-21,54.0,52.0,97.0,97
2024-10-23,53.8,41.0,89.0,172
2024-10-24,65.0,50.0,126.0,279
2024-10-25,60.2,58.0,104.0,152
2024-10-26,67.1,64.0,131.0,209
2024-10-27,63.6,43.0,172.6,86
2024-10-28,63.2,60.0,106.0,101
2024-10-29,59.3,56.0,113.0,160
2024-10-30,58.6,56.0,132.0,222
2024-10-31,62.1,59.0,112.0,233
2024-11-02,76.2,61.0,193.0,517
2024-11-03,66.4,60.0,123.0,368
2024-11-04,61.1,56.0,180.0,350
2024-11-05,58.7,51.0,89.0,205
2024-11-06,53.6,52.0,102.0,259
2024-11-07,51.7,50.0,164.0,315
2024-11-08,63.4,49.0,184.0,388
2024-11-09,61.0,56.0,159.8,205
2024-11-10,61.1,58.0,158.5,370
2024-11-11,57.8,48.0,161.0,208
2024-11-12,61.5,59.0,99.0,204
2024-11-13,58.6,56.0,95.0,201
2024-11-14,53.5,49.0,85.0,180
2024-11-15,58.3,56.0,83.0,159
2024-11-16,56.6,53.0,115.0,168
2024-11-17,61.9,59.0,125.0,177
2024-11-18,54.6,46.0,97.0,187
2024-11-19,58.6,57.0,112.0,209
2024-11-20,54.3,49.0,117.0,196
2024-11-26,55.7,53.0,80.0,189
2024-11-27,57.3,55.0,105.0,201
2024-11-28,56.3,52.0,107.0,246
2024-11-29,48.2,42.0,84.0,156
2024-12-01,62.2,57.0,184.0,314
2024-12-02,57.0,50.0,85.0,189
2024-12-03,56.1,55.0,87.0,206
2024-12-04,61.9,56.0,107.4,133
2024-12-05,57.7,54.0,126.0,261
2024-12-06,58.1,56.0,137.0,181
2024-12-08,58.2,55.0,124.0,150
2024-12-13,62.8,59.0,139.7,206
2024-12-14,61.9,59.0,182.0,126
2024-12-15,58.8,58.0,131.0,163
2024-12-16,58.0,46.0,90.0,166
2024-12-17,58.3,54.0,163.6,223
2024-12-18,57.5,42.0,122.0,158
2024-12-19,52.0,47.0,79.0,197
2024-12-20,56.4,52.0,178.4,168
2024-12-21,54.0,48.0,169.4,265
2024-12-22,56.8,50.0,115.0,211
2024-12-23,56.4,50.0,119.0,100
2024-12-24,53.6,50.0,102.0,148
2024-12-25,55.9,53.0,108.0,196
2024-12-26,56.2,52.0,98.0,139
2024-12-27,62.6,55.0,180.0,385
2024-12-30,63.5,60.0,169.6,150
2025-01-01,56.5,49.0,106.0,170
2025-01-02,57.7,47.0,163.7,229
2025-01-03,57.6,53.0,126.0,177
2025-01-04,54.5,50.0,132.0,179
2025-01-05,52.3,49.0,134.0,228
2025-01-06,53.3,52.0,107.0,185
2025-01-07,57.3,52.0,113.9,214
2025-01-08,58.9,57.0,109.0,169
2025-01-09,58.0,54.0,152.9,210
2025-01-10,59.2,54.0,166.0,207
2025-01-11,61.5,60.0,120.0,221
2025-01-12,59.5,58.0,141.0,337
2025-01-13,55.2,54.0,110.0,178
2025-01-14,57.4,55.0,162.3,161
2025-01-15,55.1,53.0,131.0,205
2025-01-16,54.4,53.0,85.0,114
2025-01-17,54.1,47.0,116.0,195
2025-01-18,73.9,59.0,182.0,1397
2025-01-19,56.2,52.0,110.0,221
2025-01-20,53.2,49.0,98.0,182
2025-01-21,55.2,54.0,139.0,148
2025-01-22,56.1,51.0,155.3,187
2025-01-23,56.6,52.0,157.9,192
2025-01-26,68.5,57.0,181.0,597
2025-01-27,55.2,53.0,83.0,167
2025-01-29,62.6,53.0,191.0,380
2025-01-30,55.5,52.0,132.0,194
2025-02-02,72.6,44.0,176.0,752
2025-02-08,57.9,50.0,111.0,146
2025-02-09,55.2,49.0,122.0,208
2025-02-10,54.6,52.0,143.0,211
2025-02-11,58.5,48.0,97.0,139
2025-02-12,57.5,56.0,105.0,172
2025-02-13,57.4,50.0,77.0,152
2025-02-14,60.2,56.0,175.0,647
2025-02-16,59.2,56.0,140.0,234
2025-02-18,60.2,57.0,177.1,123
2025-02-19,59.9,56.0,87.0,92
2025-02-22,70.1,65.0,186.0,456
2025-02-23,57.8,49.0,116.0,196
2025-02-24,57.0,54.0,105.0,131
2025-02-25,61.5,56.0,124.0,327
2025-02-26,59.1,54.0,130.0,265
2025-02-27,59.2,58.0,122.0,198
2025-02-28,64.6,47.0,186.0,541
2025-03-01,60.0,58.0,85.0,174
2025-03-02,62.2,56.0,110.6,201
2025-03-03,65.1,55.0,185.0,433
2025-03-04,61.7,57.9,120.0,223
2025-03-05,65.9,51.0,189.0,501
2025-03-06,59.6,57.0,92.0,223
2025-03-07,64.8,54.0,192.0,379
2025-03-08,58.4,57.0,118.0,203
2025-03-09,59.6,55.0,190.0,507
2025-03-10,63.4,61.0,125.0,174
2025-03-11,56.9,54.0,111.0,225
2025-03-12,53.4,49.0,101.0,326
2025-03-13,56.9,54.0,117.0,200
2025-03-14,58.8,43.0,182.0,523
2025-03-15,61.5,59.0,120.4,70
2025-03-16,70.1,63.0,196.0,490
2025-03-17,58.0,55.0,96.0,155
2025-03-18,58.5,55.0,78.0,120
2025-03-20,56.4,53.0,92.1,237
2025-03-21,61.9,58.3,182.0,186
2025-03-22,59.0,45.0,113.0,273
2025-03-23,52.0,44.0,128.0,309
2025-03-24,59.8,58.0,97.0,116
2025-03-25,56.8,46.9,137.0,207
2025-03-26,59.4,58.0,119.0,154
2025-03-27,60.3,59.0,76.0,54
2025-03-29,62.4,58.0,119.0,477
2025-03-30,69.6,61.0,174.0,449
2025-03-31,59.9,58.0,111.4,65
2025-04-01,58.4,54.0,92.8,203
2025-04-02,56.2,54.0,113.1,184
2025-04-03,52.8,52.0,97.0,286
2025-04-06,63.6,58.1,163.0,497
2025-04-07,58.1,55.0,137.0,195
2025-04-08,56.3,55.0,104.6,204
2025-04-09,55.5,53.0,127.0,218
2025-04-10,56.2,54.0,80.0,190
2025-04-11,53.8,50.0,145.0,242
2025-04-12,56.1,51.0,129.0,222
2025-04-13,55.3,52.0,176.6,236
2025-04-14,56.3,46.0,101.0,187
2025-04-15,51.3,49.0,83.0,219
2025-04-16,52.0,48.0,103.8,205
2025-04-17,51.2,48.7,84.0,207
2025-04-18,52.4,52.0,122.0,221
2025-04-19,51.9,47.0,124.0,801
2025-04-20,70.0,55.0,177.0,710
2025-04-21,57.7,52.0,139.0,700
2025-04-22,56.8,53.0,106.0,220
2025-04-23,52.9,50.0,115.0,202
2025-04-25,60.6,54.0,160.0,516
2025-04-26,55.9,53.0,108.0,169
2025-04-27,63.0,57.0,116.0,904
2025-04-28,55.2,53.0,76.0,149
2025-04-29,52.4,51.0,94.0,231
2025-04-30,49.0,45.0,89.0,179
2025-05-01,53.1,50.0,86.0,216
2025-05-02,57.0,53.0,108.0,190
2025-05-03,59.2,52.0,165.9,266
2025-05-04,49.9,48.5,102.0,191
2025-05-05,57.0,53.0,136.0,735
2025-05-07,58.4,55.0,115.0,184
2025-05-08,57.1,53.0,106.0,216
2025-05-09,56.8,52.0,146.0,458
2025-05-10,62.8,60.0,162.0,326
2025-05-11,60.4,55.0,120.0,201
2025-05-12,61.9,53.0,186.0,799
2025-05-13,55.8,54.0,92.0,188
2025-05-14,59.0,57.0,112.7,219
2025-05-15,53.2,51.0,91.0,182
2025-05-16,59.5,55.0,127.0,160
2025-05-17,57.7,55.0,106.0,214
2025-05-18,59.4,53.0,126.0,1069
2025-05-19,60.1,54.0,135.0,868
2025-05-20,57.6,55.0,82.0,66
2025-05-21,52.7,50.0,114.0,204
2025-05-23,54.4,52.0,111.0,195
2025-05-24,52.5,49.0,113.0,276
2025-05-25,57.3,47.0,115.0,619
2025-05-27,55.3,52.0,98.0,215
2025-05-28,54.7,53.0,102.0,177
2025-05-29,58.5,56.0,115.9,61
2025-05-30,62.6,58.0,165.0,377
2025-05-31,53.8,49.0,109.0,307
2025-06-01,55.3,52.0,112.0,233
2025-06-02,56.4,54.0,117.0,210
2025-06-03,59.0,57.0,92.0,227
2025-06-04,53.0,52.0,116.0,236
2025-06-05,52.2,49.0,111.0,226
2025-06-06,55.3,49.0,108.0,274
2025-06-07,62.2,59.0,114.0,44
2025-06-08,58.6,51.0,123.0,250
2025-06-09,62.6,53.0,155.0,304
2025-06-10,57.0,55.0,103.0,205
2025-06-11,55.3,52.0,107.0,212
2025-06-12,57.4,54.0,114.0,198
2025-06-13,73.4,70.0,196.0,230
2025-06-14,64.8,60.0,101.0,144
2025-06-15,71.3,57.0,192.0,1150
2025-06-16,57.6,55.0,101.0,433
2025-06-19,55.0,51.0,87.0,113
2025-06-20,66.5,63.0,124.0,439
2025-06-21,62.7,55.0,128.5,467
2025-06-22,66.1,57.0,179.0,1224
2025-06-23,59.6,57.0,110.0,221
2025-06-24,63.0,56.0,140.0,204
2025-06-25,63.6,59.0,148.0,763
2025-06-26,60.5,59.0,135.0,220
2025-06-27,69.7,56.0,185.0,956
2025-06-28,61.0,52.0,123.0,357
2025-06-29,75.0,63.0,192.0,924
2025-06-30,59.4,57.0,85.0,183
2025-07-01,58.3,55.0,86.0,115
2025-07-02,55.8,54.0,118.0,201
2025-07-03,59.7,54.0,129.0,219
2025-07-04,64.2,58.0,139.0,383
2025-07-06,62.3,56.0,166.0,295
2025-07-07,62.1,58.0,111.0,178
2025-07-08,58.0,54.0,83.0,192
2025-07-09,59.0,54.0,189.0,437
2025-07-13,70.3,60.0,180.0,1280
2025-07-14,61.2,58.0,182.0,427
2025-07-15,62.9,56.0,116.0,373
2025-07-16,59.9,52.0,179.0,881
