date,resting_hr,min_hr,max_hr,measurements
2021-07-19,64.4,55.0,180.0,723
2021-07-20,54.8,51.0,107.0,205
2021-07-21,58.2,55.0,164.0,155
2021-07-22,59.7,56.0,91.0,169
2021-07-23,53.6,51.0,120.4,220
2021-07-24,51.6,50.0,112.2,246
2021-07-25,53.5,52.0,107.3,126
2021-07-26,59.2,55.0,101.0,232
2021-07-27,54.3,43.0,110.0,225
2021-07-28,56.5,44.0,127.0,211
2021-07-29,59.3,55.0,139.0,112
2021-07-30,57.7,47.0,113.0,203
2021-07-31,63.2,51.0,159.0,81
2021-08-02,53.2,52.0,96.0,100
2021-08-03,50.0,42.0,89.0,170
2021-08-04,56.6,49.0,149.0,217
2021-08-05,59.4,49.0,93.0,160
2021-08-06,62.6,41.0,118.0,243
2021-08-07,60.8,44.0,104.0,138
2021-08-08,59.4,52.0,177.3,279
2021-08-09,53.2,47.0,80.0,82
2021-08-10,58.9,55.0,102.1,189
2021-08-11,57.2,48.0,151.0,341
2021-08-12,57.0,43.0,105.0,173
2021-08-13,56.9,53.5,104.0,255
2021-08-14,62.2,59.0,179.7,193
2021-08-15,58.2,54.0,120.0,220
2021-08-16,53.3,48.0,97.1,203
2021-08-17,53.2,50.0,99.0,212
2021-08-18,50.2,48.0,109.1,230
2021-08-19,53.8,51.0,124.0,169
2021-08-20,53.9,49.0,110.9,201
2021-08-21,74.2,53.0,178.2,355
2021-08-22,63.8,60.0,145.0,165
2021-08-23,52.5,46.0,93.0,150
2021-08-24,56.8,52.0,126.0,194
2021-08-26,57.9,54.0,114.0,190
2021-08-27,55.4,50.0,108.7,186
2021-08-28,62.6,59.0,116.9,95
2021-08-29,58.8,48.0,125.0,265
2021-08-30,56.5,53.9,115.0,158
2021-08-31,53.5,52.0,117.6,244
2021-09-01,55.2,44.0,109.7,199
2021-09-02,57.0,53.0,90.0,164
2021-09-03,54.7,53.0,111.9,173
2021-09-04,58.0,48.0,122.0,257
2021-09-05,59.3,56.0,173.2,175
2021-09-06,56.5,52.0,110.5,186
2021-09-07,57.7,55.0,104.0,352
2021-09-08,61.5,56.0,111.0,143
2021-09-09,67.9,57.0,184.0,756
2021-09-10,56.1,51.0,122.0,197
2021-09-11,56.7,48.0,132.4,144
2021-09-12,57.3,53.0,110.0,381
2021-09-13,52.7,43.0,119.0,128
2021-09-14,54.0,41.0,117.0,169
2021-09-16,56.9,54.6,126.0,173
2021-09-17,57.4,55.0,120.0,197
2021-09-18,60.6,57.0,107.0,177
2021-09-19,59.1,57.0,95.0,173
2021-09-20,53.4,42.0,97.0,122
2021-09-21,54.4,53.0,92.0,147
2021-09-22,67.0,56.0,194.0,990
2021-09-23,59.9,58.0,107.0,89
2021-09-24,79.2,54.0,190.0,845
2021-09-25,58.8,56.0,90.0,131
2021-09-26,55.8,53.0,107.0,149
2021-09-27,56.7,56.0,72.0,21
2021-09-28,53.8,52.0,105.0,178
2021-09-29,53.2,48.0,128.0,179
2021-09-30,52.7,43.0,75.0,186
2021-10-01,63.0,56.0,144.0,162
2021-10-02,60.7,53.0,134.0,565
2021-10-03,52.6,41.0,102.0,138
2021-10-04,58.0,50.0,98.0,143
2021-10-05,60.6,60.0,116.0,117
2021-10-06,54.8,45.0,101.0,167
2021-10-07,66.0,63.0,124.0,58
2021-10-08,55.7,43.0,105.0,184
2021-10-09,68.9,54.0,130.0,314
2021-10-10,58.2,56.0,124.0,227
2021-10-11,56.9,50.0,106.0,219
2021-10-12,61.3,54.0,101.0,167
2021-10-13,63.4,53.0,95.0,182
2021-10-14,59.8,53.0,97.0,176
2021-10-15,58.8,58.0,77.0,55
2021-10-16,62.6,58.0,162.0,175
2021-10-17,65.0,62.0,96.0,31
2021-10-18,59.2,51.0,95.0,166
2021-10-19,61.1,54.0,122.0,414
2021-10-20,58.4,55.0,107.1,164
2021-10-21,59.8,58.0,87.0,119
2021-10-22,59.4,56.3,114.0,169
2021-10-23,57.1,54.0,113.0,162
2021-10-24,59.4,47.0,91.0,170
2021-10-25,59.1,57.0,82.0,121
2021-10-26,59.1,53.0,96.0,163
2021-10-27,60.4,45.0,145.0,171
2021-10-28,61.4,52.0,115.9,189
2021-10-29,66.6,55.0,107.0,162
2021-10-30,60.7,58.0,120.0,95
2021-10-31,58.8,56.0,100.0,143
2021-11-01,59.2,53.0,106.0,153
2021-11-02,59.5,54.0,113.0,183
2021-11-03,61.7,55.0,130.0,193
2021-11-04,64.5,55.0,117.0,162
2021-11-05,60.3,57.0,117.0,194
2021-11-06,66.2,44.0,157.0,503
2021-11-07,63.2,58.0,115.0,162
2021-11-08,58.2,41.0,102.0,188
2021-11-09,65.2,50.0,192.0,901
2021-11-10,58.3,47.0,106.7,186
2021-11-11,60.2,46.0,122.0,188
2021-11-12,54.2,51.0,94.5,248
2021-11-13,67.8,58.0,190.0,712
2021-11-14,61.9,52.0,96.0,133
2021-11-15,58.3,55.0,119.0,178
2021-11-16,57.8,43.0,109.0,196
2021-11-17,60.3,52.0,119.0,76
2021-11-18,59.4,56.0,91.0,174
2021-11-19,62.6,58.0,96.0,161
2021-11-20,60.5,55.3,130.0,191
2021-11-21,61.0,58.0,113.0,90
2021-11-22,56.4,49.0,118.0,160
2021-11-23,55.0,47.0,90.0,163
2021-11-24,59.0,48.0,116.0,187
2021-11-25,57.8,49.0,128.0,199
2021-11-26,57.7,54.0,102.0,183
2021-11-27,60.8,57.0,169.0,211
2021-11-28,59.9,55.0,97.0,138
2021-11-29,62.9,51.0,186.0,325
2021-11-30,61.7,57.0,93.0,169
2021-12-01,60.3,50.0,95.4,174
2021-12-02,59.5,56.0,101.0,140
2021-12-03,59.5,55.0,111.9,92
2021-12-04,62.4,55.0,174.0,192
2021-12-05,61.6,57.0,116.0,91
2021-12-07,61.4,58.0,110.8,124
2021-12-09,55.6,41.0,93.0,178
2021-12-10,57.4,55.0,88.0,188
2021-12-11,58.2,50.0,145.0,546
2021-12-12,59.4,48.0,124.0,184
2021-12-14,57.6,47.0,94.0,181
2021-12-15,61.8,52.0,121.1,191
2021-12-16,60.3,59.0,105.0,226
2021-12-17,65.0,60.0,104.1,198
2021-12-18,69.5,59.0,169.0,263
2021-12-19,62.2,55.0,116.8,176
2021-12-20,63.4,54.0,122.0,222
2021-12-21,61.8,46.0,110.3,205
2021-12-22,62.3,61.0,102.8,138
2021-12-23,62.0,62.0,78.0,10
2021-12-24,62.7,59.0,115.0,127
2021-12-25,60.5,44.0,100.0,187
2021-12-26,60.9,41.0,95.0,190
2021-12-27,60.4,50.0,99.0,146
2021-12-28,62.7,56.0,105.2,133
2021-12-29,66.3,57.0,114.8,106
2021-12-30,62.0,54.0,102.2,186
2021-12-31,61.2,59.0,114.0,176
2022-01-01,59.5,44.0,94.0,183
2022-01-02,60.7,56.0,119.0,206
2022-01-03,58.4,55.0,114.0,123
2022-01-04,58.9,52.0,120.0,150
2022-01-05,53.3,48.0,117.0,268
2022-01-06,58.1,56.0,111.0,189
2022-01-07,58.7,54.0,110.0,197
2022-01-08,58.1,56.0,103.0,171
2022-01-09,59.4,58.0,122.0,146
2022-01-10,57.3,50.0,114.0,181
2022-01-11,56.3,53.0,112.0,158
2022-01-12,55.1,51.0,122.0,277
2022-01-13,55.9,41.0,88.0,186
2022-01-14,54.5,44.0,135.0,198
2022-01-15,53.1,49.0,138.0,549
2022-01-16,61.7,55.0,107.0,174
2022-01-17,61.3,54.0,98.5,144
2022-01-18,58.9,53.0,102.0,199
2022-01-19,55.5,54.0,111.0,201
2022-01-20,58.3,52.0,83.0,165
2022-01-21,56.7,48.0,111.0,223
2022-01-22,66.9,59.0,167.0,488
2022-01-23,69.5,66.0,111.0,51
2022-01-25,61.2,54.0,102.0,186
2022-01-26,55.6,45.0,85.0,194
2022-01-27,51.6,43.0,83.0,119
2022-01-28,56.5,54.0,111.2,177
2022-01-29,64.4,43.0,158.0,557
2022-01-30,59.5,53.0,122.0,223
2022-01-31,59.5,58.0,89.0,263
2022-02-01,62.3,53.0,126.0,346
2022-02-02,64.9,52.0,113.0,809
2022-02-03,59.8,56.0,92.0,282
2022-02-04,59.9,57.0,107.6,195
2022-02-05,63.9,58.0,129.0,199
2022-02-06,66.3,52.0,94.0,206
2022-02-07,60.8,59.0,95.0,196
2022-02-08,61.6,59.0,101.1,180
2022-02-09,61.1,55.0,127.0,163
2022-02-10,59.1,51.0,96.0,134
2022-02-11,66.3,56.0,115.0,126
2022-03-22,62.5,52.0,136.0,144
2022-03-23,59.7,57.7,110.0,160
2022-03-25,61.6,49.0,116.5,216
2022-03-26,55.2,53.0,172.0,269
2022-03-27,55.0,51.0,120.0,194
2022-03-28,63.4,59.0,111.9,166
2022-03-29,61.6,59.0,122.0,185
2022-03-30,61.3,55.0,131.8,204
2022-03-31,59.5,52.0,108.0,198
2022-04-01,60.4,54.0,109.0,139
2022-04-02,57.9,46.0,91.0,155
2022-04-03,57.1,41.0,123.5,169
2022-04-04,56.9,54.0,126.0,188
2022-04-05,58.0,49.0,111.0,183
2022-04-06,63.5,60.0,99.4,148
2022-04-07,59.5,55.0,86.0,172
2022-04-08,64.9,57.0,127.0,127
2022-04-09,62.1,60.0,110.5,154
2022-04-10,61.5,53.0,117.6,165
2022-04-11,59.9,55.0,126.5,215
2022-04-12,57.9,55.0,120.0,204
2022-04-13,60.3,59.0,170.0,185
2022-04-14,62.5,59.0,97.0,188
2022-04-15,62.9,60.0,123.0,156
2022-04-16,61.6,54.0,106.0,125
2022-04-17,69.0,61.0,118.7,137
2022-04-18,58.0,55.0,122.0,174
2022-04-19,60.0,57.0,121.0,212
2022-04-20,65.4,53.0,147.0,139
2022-04-21,57.6,46.0,85.0,184
2022-04-22,64.8,51.0,127.0,193
2022-04-23,56.5,41.0,135.0,40
2022-04-24,61.7,55.0,109.0,115
2022-04-25,67.8,64.0,128.7,76
2022-04-26,61.5,52.0,90.0,131
2022-04-27,60.4,43.0,106.0,179
2022-04-28,60.9,58.0,116.0,144
2022-04-29,59.9,54.0,120.2,167
2022-05-01,58.0,57.0,125.0,147
2022-05-02,71.2,68.0,126.0,114
2022-05-03,58.4,47.0,102.0,202
2022-05-04,58.3,48.0,136.0,393
2022-05-05,58.9,51.2,118.0,355
2022-05-06,58.1,56.0,89.0,173
2022-05-07,57.1,41.0,113.0,135
2022-05-08,54.4,52.0,102.0,170
2022-05-09,56.7,51.0,99.0,112
2022-05-10,53.8,51.0,96.0,183
2022-05-11,60.0,54.0,111.0,200
2022-05-12,58.0,53.0,99.0,185
2022-05-13,58.9,53.0,104.0,154
2022-05-15,68.4,60.0,112.0,152
2022-05-16,58.0,51.0,130.0,111
2022-05-17,60.9,56.0,102.0,129
2022-05-18,62.7,48.0,142.0,200
2022-05-19,56.9,54.0,110.0,253
2022-05-20,59.3,54.0,115.0,273
2022-05-21,66.4,63.0,120.0,170
2022-05-22,58.0,44.0,93.2,214
2022-05-23,59.7,54.0,93.0,170
2022-05-24,57.6,54.0,97.0,181
2022-05-25,55.5,48.0,99.0,239
2022-05-26,57.5,57.0,103.0,100
2022-05-27,60.7,44.0,124.5,225
2022-05-28,64.9,57.0,107.0,194
2022-05-29,55.1,53.0,85.0,156
2022-05-30,57.1,49.0,115.0,172
2022-05-31,56.7,54.0,145.0,181
2022-06-01,59.1,50.0,94.0,172
2022-06-02,53.7,43.0,94.0,179
2022-06-03,63.4,51.0,139.0,129
2022-06-04,59.2,54.0,108.2,194
2022-06-05,57.5,48.0,88.0,171
2022-06-06,58.9,54.0,106.7,205
2022-06-07,55.6,53.0,88.0,203
2022-06-08,57.3,54.0,114.6,211
2022-06-09,59.5,43.0,114.0,334
2022-06-10,59.1,57.0,103.0,170
2022-06-11,59.9,56.0,122.0,292
2022-06-12,69.3,56.0,107.0,146
2022-06-14,60.3,53.0,111.0,153
2022-06-15,64.3,49.0,106.0,158
2022-06-16,60.7,58.0,133.0,206
2022-06-17,57.1,49.0,93.1,206
2022-06-18,56.7,52.0,105.9,218
2022-06-19,59.5,55.0,126.0,207
2022-06-20,59.0,42.0,99.0,197
2022-06-21,59.8,57.0,119.0,348
2022-06-22,55.0,50.0,92.0,188
2022-06-23,60.5,46.0,120.3,220
2022-06-24,65.9,56.0,121.0,281
2022-06-25,66.9,53.0,167.0,664
2022-06-26,58.7,55.0,101.4,248
2022-06-27,63.6,54.0,171.0,629
2022-06-28,52.0,43.0,99.0,187
2022-06-29,58.5,49.0,109.0,175
2022-06-30,54.9,53.0,84.0,187
2022-07-01,59.7,42.0,176.0,496
2022-07-02,71.2,67.0,103.0,143
2022-07-03,64.0,61.0,88.0,90
2022-07-04,60.7,59.0,103.0,192
2022-07-05,61.1,52.0,115.0,134
2022-07-06,57.3,48.0,106.0,177
2022-07-07,58.2,47.0,108.0,182
2022-07-08,65.7,57.0,110.0,210
2022-07-09,71.7,47.0,156.0,558
2022-07-10,63.6,46.0,108.0,217
2022-07-11,62.2,47.0,127.0,259
2022-07-12,63.8,56.0,98.0,199
2022-07-13,62.9,44.0,138.0,221
2022-07-14,65.2,41.0,105.0,204
2022-07-15,64.9,46.0,122.0,226
2022-07-16,85.3,84.0,97.0,28
2022-07-18,64.8,49.0,103.0,138
2022-07-19,78.5,55.0,184.0,146
2022-07-20,71.0,60.0,108.0,183
2022-07-21,60.9,48.0,94.0,159
2022-07-22,62.1,57.0,112.0,211
2022-07-23,65.6,62.0,130.7,180
2022-07-24,64.7,55.0,139.0,221
2022-07-25,65.4,64.0,102.0,160
2022-07-26,68.9,59.0,147.8,353
2022-07-27,59.4,46.0,102.0,162
2022-07-28,64.1,60.0,121.5,171
2022-07-29,60.3,51.0,91.0,159
2022-07-30,68.7,63.0,125.5,219
2022-07-31,55.7,51.0,118.0,102
2022-08-01,59.0,43.0,112.4,198
2022-08-02,59.5,53.0,97.0,207
2022-08-03,64.1,53.0,114.7,223
2022-08-04,70.7,58.0,155.4,220
2022-08-05,61.0,57.0,98.0,171
2022-08-06,62.7,57.0,122.0,136
2022-08-07,61.2,59.0,91.0,163
2022-08-08,56.5,53.0,182.0,184
2022-08-09,61.3,56.0,91.0,182
2022-08-10,61.8,55.0,114.4,200
2022-08-11,60.8,55.0,110.5,194
2022-08-12,60.9,52.0,115.6,203
2022-08-13,61.9,50.0,132.5,141
2022-08-14,60.1,52.0,113.3,206
2022-08-15,59.2,56.0,115.4,199
2022-08-16,58.3,51.0,151.4,203
2022-08-17,57.6,51.0,88.0,159
2022-08-18,61.6,58.0,101.0,192
2022-08-19,66.7,59.0,138.2,228
2022-08-20,61.4,45.0,132.8,195
2022-08-21,56.6,47.0,111.4,224
2022-08-22,59.5,56.0,114.0,173
2022-08-23,57.1,56.0,85.0,181
2022-08-24,60.2,57.0,116.4,210
2022-08-25,63.1,58.0,115.0,206
2022-08-26,66.5,60.0,210.0,300
2022-08-27,91.9,89.0,116.0,79
2022-08-28,58.7,43.0,119.0,327
2022-08-29,59.0,47.0,106.4,176
2022-08-30,56.3,52.6,95.0,181
2022-08-31,59.3,56.0,90.0,177
2022-09-01,59.8,54.0,94.0,188
2022-09-02,60.7,57.0,121.0,220
2022-09-03,62.4,45.0,119.2,207
2022-09-04,66.0,41.0,198.0,458
2022-09-05,61.3,58.0,101.0,183
2022-09-06,65.6,61.0,135.7,182
2022-09-07,57.9,52.0,121.0,229
2022-09-08,59.3,56.0,100.0,138
2022-09-09,57.1,51.0,108.0,320
2022-09-10,65.8,54.0,192.0,578
2022-09-11,61.2,56.1,102.0,160
2022-09-12,71.6,60.0,195.0,649
2022-09-13,54.5,51.2,112.0,172
2022-09-14,51.7,47.0,109.0,235
2022-09-15,52.7,46.0,125.0,170
2022-09-16,57.8,49.0,151.4,236
2022-09-17,55.0,52.0,115.0,320
2022-09-18,55.6,42.0,196.0,488
2022-09-19,53.1,49.0,96.0,193
2022-09-20,54.4,49.0,112.0,196
2022-09-21,59.1,53.0,189.0,367
2022-09-22,57.0,49.0,102.1,157
2022-09-23,60.6,57.0,113.0,282
2022-09-24,64.6,59.0,99.0,271
2022-09-25,60.2,56.0,131.0,304
2022-09-26,49.9,46.0,111.0,144
2022-09-27,48.4,47.0,108.0,207
2022-09-28,61.1,43.0,187.0,561
2022-09-29,55.6,47.0,104.0,139
2022-09-30,56.9,51.0,112.0,355
2022-10-01,54.8,44.0,133.0,186
2022-10-02,64.0,55.0,197.0,753
2022-10-03,55.2,50.0,86.0,181
2022-10-04,55.1,52.0,115.0,232
2022-10-05,53.7,45.0,87.0,188
2022-10-06,53.7,50.0,126.0,253
2022-10-07,61.7,58.0,132.9,161
2022-10-08,55.2,53.0,91.0,178
2022-10-09,65.1,48.0,181.0,749
2022-10-10,54.1,49.0,116.0,215
2022-10-11,55.7,53.0,92.0,193
2022-10-12,55.7,51.0,95.0,166
2022-10-13,55.8,55.0,89.0,162
2022-10-14,52.0,40.0,85.0,166
2022-10-15,53.4,48.0,111.2,229
2022-10-16,55.9,42.0,87.0,193
2022-10-17,57.4,53.0,194.0,327
2022-10-18,57.7,55.0,83.0,189
2022-10-19,57.6,52.0,118.0,186
2022-10-20,59.2,52.0,190.0,444
2022-10-21,57.7,54.0,160.0,224
2022-10-22,56.9,52.0,112.0,210
2022-10-23,91.8,50.0,177.0,908
2022-10-24,59.7,54.0,167.5,201
2022-10-25,56.3,52.0,119.0,211
2022-10-26,57.1,55.0,106.0,191
2022-10-27,55.8,49.0,82.0,86
2022-10-28,56.1,54.0,76.0,122
2022-10-29,57.1,56.0,85.0,126
2022-10-30,66.5,55.0,181.0,1028
2022-10-31,55.7,50.0,82.0,178
2022-11-01,57.8,50.0,93.0,208
2022-11-02,59.1,45.0,193.0,460
2022-11-03,55.0,44.0,119.0,196
2022-11-04,58.1,46.0,117.0,230
2022-11-05,58.0,46.0,138.0,184
2022-11-06,61.1,57.0,190.0,358
2022-11-07,50.9,44.0,92.0,156
2022-11-08,56.2,52.0,85.0,187
2022-11-09,60.0,55.0,187.0,454
2022-11-10,58.4,56.0,90.0,196
2022-11-11,58.2,56.0,136.5,181
2022-11-12,64.8,55.0,193.0,920
2022-11-13,58.7,55.0,99.0,252
2022-11-14,54.9,44.0,87.0,160
2022-11-15,53.7,49.0,88.0,183
2022-11-16,58.0,44.0,87.0,171
2022-11-17,58.3,40.0,115.0,178
2022-11-18,55.2,53.0,132.0,225
2022-11-19,61.8,58.0,123.0,57
2022-11-20,59.5,45.0,94.0,124
2022-11-21,58.6,53.0,86.0,162
2022-11-22,55.3,50.0,103.0,186
2022-11-23,59.9,49.0,98.0,171
2022-11-24,58.0,57.0,76.0,13
2022-11-25,68.3,53.0,128.0,111
2022-11-26,64.1,56.0,116.0,355
2022-11-27,61.9,56.0,184.0,284
2022-11-28,58.4,57.0,80.0,78
2022-11-29,60.5,54.0,92.0,176
2022-11-30,60.4,54.0,116.0,189
2022-12-02,57.7,48.0,86.0,166
2022-12-03,64.1,52.0,191.0,346
2022-12-04,58.2,49.0,88.0,144
2022-12-05,58.5,45.0,110.0,170
2022-12-06,59.3,49.0,104.0,188
2022-12-07,59.5,50.0,188.0,294
2022-12-08,60.5,44.0,129.0,194
2022-12-09,55.7,46.0,88.0,180
2022-12-10,61.2,44.0,115.0,193
2022-12-11,57.0,48.0,115.0,189
2022-12-12,53.6,42.0,163.0,218
2022-12-13,63.9,49.0,151.0,195
2022-12-14,63.1,54.0,92.0,180
2022-12-15,55.1,44.0,97.0,190
2022-12-16,61.4,56.0,96.0,139
2023-01-07,62.1,54.0,86.0,55
2023-01-08,66.6,53.0,171.0,311
2023-01-09,64.9,61.0,78.0,114
2023-01-10,59.4,48.0,83.0,185
2023-01-11,56.6,53.0,108.0,179
2023-01-12,57.7,53.0,83.0,190
2023-01-13,59.3,48.0,85.0,165
2023-01-14,56.6,50.3,126.0,202
2023-01-15,59.0,52.0,197.0,213
2023-01-16,62.5,52.0,98.5,195
2023-01-17,56.1,45.0,103.0,209
2023-01-18,53.5,52.0,89.0,227
2023-01-19,57.0,51.0,98.0,173
2023-01-20,58.9,45.0,116.0,184
2023-01-21,57.4,42.0,133.0,170
2023-01-22,59.0,45.0,185.0,417
2023-01-23,56.3,54.0,103.0,148
2023-01-24,53.6,51.0,107.0,199
2023-01-25,57.0,53.0,109.0,202
2023-01-26,57.3,53.6,123.0,168
2023-01-27,64.5,63.0,96.0,116
2023-01-28,60.3,57.0,178.0,117
2023-01-29,55.9,54.0,113.0,64
2023-01-30,57.1,46.0,90.0,162
2023-01-31,60.3,46.0,92.0,163
2023-02-01,60.9,58.0,92.0,79
2023-02-02,59.4,45.0,89.0,176
2023-02-03,60.2,58.0,112.4,191
2023-02-04,56.5,49.0,107.9,188
2023-02-05,62.8,56.0,192.0,501
2023-02-06,54.9,44.0,98.0,171
2023-02-07,59.9,46.0,130.0,189
2023-02-08,60.3,58.0,189.0,220
2023-02-09,60.9,54.0,107.0,173
2023-02-10,57.6,43.0,99.0,199
2023-02-11,55.6,47.0,128.1,164
2023-02-12,59.7,44.0,119.0,140
2023-02-13,56.7,50.0,106.0,181
2023-02-14,58.9,56.0,110.0,256
2023-02-15,55.9,52.0,93.0,205
2023-02-16,51.5,50.0,104.0,273
2023-02-17,63.4,60.0,126.0,146
2023-02-18,58.2,48.0,118.0,166
2023-02-19,61.7,54.0,190.0,457
2023-02-20,56.5,51.0,129.0,166
2023-02-21,57.8,45.0,95.0,185
2023-02-22,56.6,53.0,82.0,166
2023-02-23,57.3,55.0,104.0,183
2023-02-24,58.4,55.0,119.7,170
2023-02-25,65.5,46.0,185.0,590
2023-02-26,61.7,59.0,122.4,201
2023-02-27,59.1,52.0,123.0,205
2023-02-28,58.8,47.0,110.0,174
2023-03-01,57.7,52.0,129.0,171
2023-03-02,61.0,46.0,133.6,205
2023-03-03,60.6,45.0,123.9,201
2023-03-04,56.9,44.0,102.0,165
2023-03-05,62.5,41.0,204.0,613
2023-03-06,58.4,51.0,109.0,180
2023-03-07,57.4,44.0,84.0,168
2023-03-08,58.5,57.0,120.0,190
2023-03-09,57.1,43.0,119.0,165
2023-03-10,61.9,55.0,123.0,262
2023-03-11,57.4,55.0,135.0,118
2023-03-12,56.9,43.0,103.0,192
2023-03-13,54.6,53.0,119.0,165
2023-03-14,59.0,46.0,105.0,169
2023-03-15,58.5,45.0,81.0,170
2023-03-16,58.7,49.0,90.0,157
2023-03-17,62.2,47.0,118.9,183
2023-03-18,56.6,49.0,105.0,102
2023-03-19,67.9,59.0,183.0,424
2023-03-20,59.2,50.0,120.0,234
2023-03-21,55.5,54.0,85.0,95
2023-03-22,60.8,49.0,113.3,207
2023-03-23,59.5,51.0,98.0,167
2023-03-24,59.5,58.0,91.0,190
2023-03-25,56.8,53.0,122.9,208
2023-03-26,56.7,41.0,105.3,195
2023-03-27,56.9,50.0,93.0,195
2023-03-28,58.3,41.0,91.0,206
2023-03-29,60.2,48.0,79.0,187
2023-03-30,61.0,59.0,121.0,156
2023-03-31,64.6,60.0,117.5,123
2023-04-01,60.7,59.0,126.0,231
2023-04-02,65.4,60.0,158.0,213
2023-04-03,57.5,43.0,121.3,195
2023-04-04,61.7,58.0,118.0,278
2023-04-05,62.6,58.0,108.4,220
2023-04-06,61.7,57.0,116.0,184
2023-04-07,62.3,55.0,129.7,220
2023-04-08,57.0,43.0,113.0,194
2023-04-09,62.6,55.0,123.0,206
2023-04-10,61.3,56.0,118.0,198
2023-04-11,59.6,55.0,107.0,244
2023-04-12,60.7,57.0,129.0,186
2023-04-13,67.0,51.0,120.2,203
2023-04-14,60.1,56.0,104.0,194
2023-04-15,60.4,52.0,136.0,175
2023-04-16,61.5,54.0,114.2,177
2023-04-17,65.4,51.0,162.0,207
2023-04-18,59.6,51.0,124.0,154
2023-04-19,56.1,44.0,98.0,211
2023-04-20,55.6,54.0,147.0,212
2023-04-21,65.4,57.0,128.8,240
2023-04-22,62.0,51.0,126.9,218
2023-04-23,64.7,59.0,121.9,240
2023-04-24,61.9,49.0,99.0,184
2023-04-25,61.5,43.0,120.0,191
2023-04-26,60.4,40.0,86.0,185
2023-04-27,57.9,50.0,139.1,79
2023-04-28,60.7,51.0,118.9,200
2023-04-29,72.8,56.0,139.0,521
2023-04-30,101.5,75.0,126.4,333
2023-05-02,59.3,57.0,98.4,211
2023-05-03,54.4,45.0,104.0,189
2023-05-04,61.5,48.0,100.0,194
2023-05-05,63.2,48.0,119.8,198
2023-05-06,63.7,47.0,122.0,287
2023-05-07,64.0,56.0,172.0,436
2023-05-08,63.5,53.0,89.0,172
2023-05-09,61.1,54.0,104.0,191
2023-05-10,59.5,51.0,81.0,183
2023-05-11,64.7,58.0,115.0,215
2023-05-12,58.3,56.0,132.0,304
2023-05-13,65.0,49.0,121.5,190
2023-05-14,57.3,52.0,104.0,189
2023-05-15,57.9,48.0,91.0,184
2023-05-16,58.5,50.0,107.0,193
2023-05-17,59.5,57.0,101.0,192
2023-05-18,60.0,56.0,134.9,194
2023-05-19,62.3,56.0,127.1,215
2023-05-20,59.6,55.0,126.0,161
2023-05-21,64.1,58.6,113.1,547
2023-05-22,59.7,55.0,96.0,192
2023-05-23,63.5,58.0,134.0,328
2023-05-24,60.5,54.0,172.0,200
2023-05-25,60.3,56.0,120.0,199
2023-05-27,66.8,57.0,111.2,190
2023-05-28,62.9,41.0,126.0,305
2023-05-29,61.4,54.0,112.0,190
2023-05-30,62.0,47.0,111.0,124
2023-05-31,65.3,59.0,117.0,385
2023-06-01,61.3,59.0,130.0,25
2023-06-02,57.1,48.0,133.0,126
2023-06-03,73.5,42.0,186.0,724
2023-06-04,66.0,65.0,112.0,125
2023-06-05,58.4,53.0,89.0,154
2023-06-07,56.7,54.0,118.0,217
2023-06-08,61.3,55.0,110.0,263
2023-06-09,63.3,61.0,155.0,159
2023-06-10,64.2,56.0,119.1,212
2023-06-11,61.4,58.0,104.5,178
2023-06-12,66.7,65.0,130.0,132
2023-06-13,63.3,59.0,112.0,319
2023-06-14,59.4,48.0,101.0,174
2023-06-15,55.8,50.0,102.0,228
2023-06-16,66.9,54.0,121.0,274
2023-06-17,64.5,59.0,110.0,227
2023-06-18,59.4,55.9,112.8,323
2023-06-19,59.0,55.0,140.0,186
2023-06-20,59.6,58.0,103.0,199
2023-06-21,59.8,51.0,103.0,172
2023-06-22,58.7,56.0,106.0,188
2023-06-23,62.9,59.0,109.0,171
2023-06-25,64.7,46.0,118.0,159
2023-06-26,60.0,56.0,136.0,101
2023-06-28,56.0,52.0,116.0,228
2023-06-29,58.3,53.0,89.0,155
2023-06-30,62.2,47.0,136.0,462
2023-07-01,62.6,53.0,115.0,263
2023-07-02,58.5,53.7,119.0,194
2023-07-05,57.3,55.0,112.0,208
2023-07-06,56.2,54.0,123.0,219
2023-07-07,53.7,53.0,82.0,82
2023-07-08,61.0,57.0,130.0,106
2023-07-09,56.0,55.0,119.0,28
2023-07-11,61.5,58.0,128.0,216
2023-07-13,60.0,55.0,103.0,207
2023-07-14,63.2,61.0,103.0,159
2023-07-15,68.5,60.0,171.0,309
2023-07-16,65.0,52.0,109.0,132
2023-07-17,69.6,59.0,173.0,707
2023-07-18,64.7,63.0,80.0,43
2023-07-19,66.2,57.0,170.0,215
2023-07-20,60.5,57.0,98.0,180
2023-07-21,60.9,57.0,104.4,142
2023-07-22,59.0,55.0,117.0,214
2023-07-23,54.2,41.0,102.0,199
2023-07-24,62.7,51.0,89.0,24
2023-07-25,60.8,50.0,123.0,199
2023-07-26,59.1,43.0,93.0,165
2023-07-27,58.0,56.0,90.0,177
2023-07-28,60.2,56.0,112.7,190
2023-07-30,55.4,43.0,107.0,378
2023-07-31,60.3,55.0,119.0,242
2023-08-01,60.6,53.0,108.0,206
2023-08-02,59.8,57.7,89.0,206
2023-08-03,59.2,49.0,105.0,217
2023-08-04,57.8,52.0,109.0,230
