start_time,km,split_time_sec,split_pace_min,avg_speed_ms,date
2020-06-21 17:29:34,1,727.0,12.12,1.38,2020-06-21
2020-06-21 17:29:34,2,728.0,12.13,1.38,2020-06-21
2020-06-21 17:29:34,3,686.0,11.43,1.46,2020-06-21
2020-06-22 11:21:53,1,793.0,13.22,1.26,2020-06-22
2020-06-22 17:08:03,1,753.0,12.55,1.34,2020-06-22
2020-06-22 17:08:03,2,712.0,11.87,1.41,2020-06-22
2020-06-22 17:08:03,3,629.0,10.48,1.6,2020-06-22
2020-06-22 17:08:03,4,100.0,1.67,9.89,2020-06-22
2020-06-25 19:08:43,1,824.0,13.73,1.21,2020-06-25
2020-06-25 19:08:43,2,854.0,14.23,1.17,2020-06-25
2020-06-25 20:46:08,1,851.0,14.18,1.18,2020-06-25
2020-06-25 20:46:08,2,815.0,13.58,1.23,2020-06-25
2020-06-26 11:03:16,1,863.0,14.38,1.16,2020-06-26
2020-06-27 08:11:47,1,950.0,15.83,1.05,2020-06-27
2020-06-27 07:31:16,1,907.0,15.12,1.11,2020-06-27
2020-07-01 11:00:32,1,683.0,11.38,1.47,2020-07-01
2020-07-01 11:00:32,2,751.0,12.52,1.33,2020-07-01
2020-07-01 11:00:32,3,702.0,11.7,1.46,2020-07-01
2020-07-01 11:00:32,4,677.0,11.28,1.48,2020-07-01
2020-07-01 17:09:54,1,647.0,10.78,1.55,2020-07-01
2020-07-01 17:09:54,2,664.0,11.07,1.51,2020-07-01
2020-07-02 16:48:15,1,703.0,11.72,1.43,2020-07-02
2020-07-02 16:48:15,2,724.0,12.07,1.38,2020-07-02
2020-07-03 12:32:33,1,709.0,11.82,1.41,2020-07-03
2020-07-03 12:32:33,2,705.0,11.75,1.42,2020-07-03
2020-07-03 12:32:33,3,684.0,11.4,1.46,2020-07-03
2020-07-03 12:32:33,4,782.0,13.03,1.31,2020-07-03
2020-07-03 12:32:33,5,681.0,11.35,1.47,2020-07-03
2020-07-03 12:32:33,6,746.0,12.43,1.35,2020-07-03
2020-07-03 12:32:33,7,675.0,11.25,1.48,2020-07-03
2020-07-03 12:32:33,8,713.0,11.88,1.41,2020-07-03
2020-07-03 12:32:33,9,697.0,11.62,1.44,2020-07-03
2020-07-04 10:29:08,1,717.0,11.95,1.39,2020-07-04
2020-07-04 10:29:08,2,685.0,11.42,1.46,2020-07-04
2020-07-04 11:25:40,1,689.0,11.48,1.45,2020-07-04
2020-07-04 11:25:40,2,696.0,11.6,1.44,2020-07-04
2020-07-04 20:09:34,1,665.0,11.08,1.51,2020-07-04
2020-07-04 20:09:34,2,651.0,10.85,1.54,2020-07-04
2020-07-04 15:48:52,1,740.0,12.33,1.35,2020-07-04
2020-07-05 14:01:14,1,753.0,12.55,1.33,2020-07-05
2020-07-05 14:01:14,2,782.0,13.03,1.28,2020-07-05
2020-07-05 14:01:14,3,778.0,12.97,1.29,2020-07-05
2020-07-05 14:01:14,4,726.0,12.1,1.38,2020-07-05
2020-07-05 14:01:14,5,1929.0,32.15,0.86,2020-07-05
2020-07-05 14:01:14,6,919.0,15.32,1.09,2020-07-05
2020-07-05 14:01:14,7,830.0,13.83,1.21,2020-07-05
2020-07-05 14:01:14,8,986.0,16.43,1.06,2020-07-05
2020-07-05 14:01:14,9,801.0,13.35,1.25,2020-07-05
2020-07-09 16:25:20,1,816.0,13.6,1.23,2020-07-09
2020-07-10 19:38:41,1,755.0,12.58,1.33,2020-07-10
2020-07-10 19:38:41,2,738.0,12.3,1.36,2020-07-10
2020-07-10 19:38:41,3,775.0,12.92,1.29,2020-07-10
2020-07-10 19:38:41,4,789.0,13.15,1.27,2020-07-10
2020-07-10 19:38:41,5,773.0,12.88,1.29,2020-07-10
2020-07-12 13:46:02,1,759.0,12.65,1.32,2020-07-12
2020-07-12 13:46:02,2,733.0,12.22,1.36,2020-07-12
2020-07-12 13:46:02,3,734.0,12.23,1.36,2020-07-12
2020-07-13 10:22:15,1,1204.0,20.07,0.85,2020-07-13
2020-07-18 09:07:01,1,670.0,11.17,1.5,2020-07-18
2020-07-18 09:07:01,2,594.0,9.9,1.69,2020-07-18
2020-07-18 09:53:34,1,647.0,10.78,1.55,2020-07-18
2020-07-18 09:53:34,2,634.0,10.57,1.58,2020-07-18
2020-07-20 13:03:36,1,721.0,12.02,1.39,2020-07-20
2020-07-20 13:03:36,2,698.0,11.63,1.43,2020-07-20
2020-07-20 13:03:36,3,710.0,11.83,1.41,2020-07-20
2020-07-20 13:03:36,4,718.0,11.97,1.39,2020-07-20
2020-07-20 13:03:36,5,708.0,11.8,1.41,2020-07-20
2020-07-20 13:03:36,6,703.0,11.72,1.43,2020-07-20
2020-07-20 13:03:36,7,770.0,12.83,1.3,2020-07-20
2020-07-20 13:03:36,8,727.0,12.12,1.38,2020-07-20
2020-07-20 13:03:36,9,1859.0,30.98,1.35,2020-07-20
2020-07-20 13:03:36,10,675.0,11.25,1.48,2020-07-20
2020-07-20 13:03:36,11,687.0,11.45,1.46,2020-07-20
2020-07-25 11:07:18,1,722.0,12.03,1.39,2020-07-25
2020-07-25 11:07:18,2,700.0,11.67,1.43,2020-07-25
2020-08-03 13:38:34,1,735.0,12.25,1.36,2020-08-03
2020-08-03 13:38:34,2,690.0,11.5,1.45,2020-08-03
2020-08-03 13:38:34,3,700.0,11.67,1.43,2020-08-03
2020-08-03 13:38:34,4,728.0,12.13,1.37,2020-08-03
2020-08-03 13:38:34,5,715.0,11.92,1.42,2020-08-03
2020-08-22 16:34:35,1,642.0,10.7,1.56,2020-08-22
2020-08-22 16:34:35,2,635.0,10.58,1.58,2020-08-22
2020-08-22 16:34:35,3,693.0,11.55,1.44,2020-08-22
2020-08-22 16:34:35,4,731.0,12.18,1.37,2020-08-22
2020-08-22 16:34:35,5,685.0,11.42,1.46,2020-08-22
2020-09-05 13:35:37,1,149.0,2.48,6.67,2020-09-05
2020-09-05 13:35:37,2,237.0,3.95,4.23,2020-09-05
2020-09-05 13:35:37,3,683.0,11.38,3.69,2020-09-05
2020-09-05 13:35:37,4,231.0,3.85,4.33,2020-09-05
2020-09-05 13:35:37,5,196.0,3.27,5.17,2020-09-05
2020-09-05 13:35:37,6,152.0,2.53,6.56,2020-09-05
2020-09-05 13:35:37,7,150.0,2.5,6.66,2020-09-05
2020-09-05 13:35:37,8,172.0,2.87,5.81,2020-09-05
2020-09-05 13:35:37,9,150.0,2.5,6.7,2020-09-05
2020-09-05 13:35:37,10,145.0,2.42,6.86,2020-09-05
2020-09-05 13:35:37,11,149.0,2.48,6.74,2020-09-05
2020-09-05 13:35:37,12,149.0,2.48,6.7,2020-09-05
2020-09-05 13:35:37,13,171.0,2.85,5.87,2020-09-05
2020-09-05 15:21:42,1,156.0,2.6,6.39,2020-09-05
2020-09-05 15:21:42,2,167.0,2.78,6.03,2020-09-05
2020-09-05 15:21:42,3,198.0,3.3,5.06,2020-09-05
2020-09-05 15:21:42,4,207.0,3.45,4.84,2020-09-05
2020-09-05 15:21:42,5,339.0,5.65,2.97,2020-09-05
2020-09-05 15:21:42,6,180.0,3.0,5.56,2020-09-05
2020-09-05 15:21:42,7,188.0,3.13,5.33,2020-09-05
2020-09-05 15:21:42,8,172.0,2.87,5.83,2020-09-05
2020-09-05 15:21:42,9,168.0,2.8,5.97,2020-09-05
2020-09-05 15:21:42,10,178.0,2.97,5.63,2020-09-05
2020-09-05 15:21:42,11,177.0,2.95,5.63,2020-09-05
2020-09-05 15:21:42,12,156.0,2.6,6.44,2020-09-05
2020-09-05 15:21:42,13,179.0,2.98,5.57,2020-09-05
2020-09-05 15:21:42,14,222.0,3.7,4.51,2020-09-05
2020-09-05 15:21:42,15,180.0,3.0,5.55,2020-09-05
2020-09-21 10:32:00,1,749.0,12.48,1.34,2020-09-21
2020-09-21 10:32:00,2,735.0,12.25,1.36,2020-09-21
2020-09-21 10:32:00,3,780.0,13.0,1.29,2020-09-21
2020-09-21 10:32:00,4,1563.0,26.05,1.31,2020-09-21
2020-09-21 10:32:00,5,524.0,8.73,1.0,2020-09-21
2020-09-21 10:32:00,6,749.0,12.48,1.34,2020-09-21
2020-09-21 10:32:00,7,768.0,12.8,1.3,2020-09-21
2020-09-21 10:32:00,8,781.0,13.02,1.28,2020-09-21
2020-09-21 10:32:00,9,796.0,13.27,1.26,2020-09-21
2020-09-21 10:32:00,10,796.0,13.27,1.26,2020-09-21
2020-10-05 12:50:18,1,679.0,11.32,1.47,2020-10-05
2020-10-05 12:50:18,2,2733.0,45.55,1.47,2020-10-05
2020-10-05 12:50:18,3,692.0,11.53,1.45,2020-10-05
2020-10-05 12:50:18,4,745.0,12.42,1.35,2020-10-05
2020-10-25 12:26:25,1,405.0,6.75,2.48,2020-10-25
2020-10-30 16:46:43,1,758.0,12.63,1.32,2020-10-30
2020-10-31 12:50:09,1,1395.0,23.25,0.73,2020-10-31
2020-10-31 12:50:09,2,1860.0,31.0,0.6,2020-10-31
2020-10-31 12:50:09,3,1830.0,30.5,0.74,2020-10-31
2020-10-31 12:50:09,4,905.0,15.08,1.11,2020-10-31
2020-11-01 12:27:48,1,1150.0,19.17,0.96,2020-11-01
2020-11-01 12:27:48,2,1485.0,24.75,0.67,2020-11-01
2020-11-01 12:27:48,3,1116.0,18.6,0.9,2020-11-01
2020-11-01 12:27:48,4,902.0,15.03,1.11,2020-11-01
2020-11-01 12:27:48,5,755.0,12.58,1.33,2020-11-01
2020-11-07 08:32:02,1,621.0,10.35,1.61,2020-11-07
2020-11-07 08:32:02,2,5216.0,86.93,0.31,2020-11-07
2020-11-27 16:03:36,1,606.0,10.1,1.65,2020-11-27
2020-11-27 16:03:36,2,930.0,15.5,1.51,2020-11-27
2020-11-27 16:03:36,3,705.0,11.75,1.42,2020-11-27
2020-12-01 16:00:16,1,746.0,12.43,1.34,2020-12-01
2020-12-01 16:00:16,2,739.0,12.32,1.35,2020-12-01
2020-12-01 16:00:16,3,703.0,11.72,1.42,2020-12-01
2020-12-08 16:26:18,1,617.0,10.28,1.62,2020-12-08
2020-12-08 16:26:18,2,630.0,10.5,1.59,2020-12-08
2020-12-12 14:38:27,1,337.0,5.62,2.97,2020-12-12
2020-12-12 14:38:27,2,327.0,5.45,3.07,2020-12-12
2020-12-12 14:38:27,3,323.0,5.38,3.09,2020-12-12
2020-12-12 14:38:27,4,325.0,5.42,3.1,2020-12-12
2020-12-12 14:38:27,5,313.0,5.22,3.18,2020-12-12
2020-12-12 14:38:27,6,322.0,5.37,3.12,2020-12-12
2020-12-12 14:38:27,7,318.0,5.3,3.15,2020-12-12
2020-12-12 14:38:27,8,323.0,5.38,3.11,2020-12-12
2020-12-12 14:38:27,9,335.0,5.58,2.98,2020-12-12
2020-12-12 14:38:27,10,500.0,8.33,2.0,2020-12-12
2020-12-16 14:13:24,1,703.0,11.72,1.43,2020-12-16
2020-12-16 14:13:24,2,656.0,10.93,1.52,2020-12-16
2020-12-16 14:13:24,3,694.0,11.57,1.44,2020-12-16
2020-12-16 14:13:24,4,749.0,12.48,1.34,2020-12-16
2021-01-16 17:26:39,1,622.0,10.37,1.61,2021-01-16
2021-01-16 17:26:39,2,611.0,10.18,1.64,2021-01-16
2021-01-16 17:26:39,3,600.0,10.0,1.67,2021-01-16
2021-01-27 15:25:34,1,617.0,10.28,1.63,2021-01-27
2021-01-27 15:25:34,2,1402.0,23.37,1.45,2021-01-27
2021-01-27 15:25:34,3,645.0,10.75,1.55,2021-01-27
2021-02-07 19:33:55,1,783.0,13.05,1.28,2021-02-07
2021-02-07 19:33:55,2,726.0,12.1,1.38,2021-02-07
2021-02-07 12:54:21,1,667.0,11.12,1.5,2021-02-07
2021-02-07 12:54:21,2,699.0,11.65,1.43,2021-02-07
2021-02-07 12:54:21,3,695.0,11.58,1.44,2021-02-07
2021-02-07 12:54:21,4,1343.0,22.38,0.91,2021-02-07
2021-02-07 12:54:21,5,907.0,15.12,1.1,2021-02-07
2021-02-07 12:54:21,6,795.0,13.25,1.26,2021-02-07
2021-02-07 15:38:17,1,758.0,12.63,1.32,2021-02-07
2021-02-07 15:38:17,2,755.0,12.58,1.32,2021-02-07
2021-02-10 11:23:45,1,772.0,12.87,1.3,2021-02-10
2021-02-10 11:23:45,2,741.0,12.35,1.35,2021-02-10
2021-02-10 11:23:45,3,721.0,12.02,1.39,2021-02-10
2021-02-10 15:29:03,1,632.0,10.53,1.59,2021-02-10
2021-02-10 15:29:03,2,682.0,11.37,1.47,2021-02-10
2021-02-10 15:29:03,3,705.0,11.75,1.42,2021-02-10
2021-02-13 12:18:04,1,899.0,14.98,1.11,2021-02-13
2021-02-13 12:18:04,2,1593.0,26.55,0.77,2021-02-13
2021-02-13 12:18:04,3,1690.0,28.17,0.75,2021-02-13
2021-02-13 12:18:04,4,879.0,14.65,1.14,2021-02-13
2021-02-20 14:16:21,1,859.0,14.32,1.16,2021-02-20
2021-02-20 14:16:21,2,889.0,14.82,1.13,2021-02-20
2021-02-20 14:16:21,3,767.0,12.78,1.31,2021-02-20
2021-02-20 14:16:21,4,781.0,13.02,1.28,2021-02-20
2021-02-21 13:40:01,1,1039.0,17.32,1.2,2021-02-21
2021-02-24 10:14:06,1,769.0,12.82,1.3,2021-02-24
2021-02-24 10:14:06,2,836.0,13.93,1.2,2021-02-24
2021-02-24 10:14:06,3,1248.0,20.8,0.93,2021-02-24
2021-02-24 10:14:06,4,1049.0,17.48,0.96,2021-02-24
2021-03-06 12:28:12,1,627.0,10.45,1.6,2021-03-06
2021-03-06 15:08:58,1,715.0,11.92,1.4,2021-03-06
2021-03-08 17:07:34,1,741.0,12.35,1.35,2021-03-08
2021-03-15 07:44:45,1,651.0,10.85,1.54,2021-03-15
2021-03-15 07:44:45,2,618.0,10.3,1.62,2021-03-15
2021-03-16 15:35:37,1,574.0,9.57,1.75,2021-03-16
2021-03-16 15:35:37,2,718.0,11.97,1.57,2021-03-16
2021-03-16 15:35:37,3,597.0,9.95,1.68,2021-03-16
2021-04-01 15:35:37,1,678.0,11.3,1.48,2021-04-01
2021-04-04 08:52:13,1,683.0,11.38,1.46,2021-04-04
2021-04-04 08:52:13,2,693.0,11.55,1.45,2021-04-04
2021-04-06 09:08:03,1,181.0,3.02,5.28,2021-04-06
2021-04-06 09:08:03,2,205.0,3.42,6.4,2021-04-06
2021-04-06 09:08:03,3,151.0,2.52,6.36,2021-04-06
2021-04-06 09:08:03,4,155.0,2.58,6.29,2021-04-06
2021-04-06 10:35:25,1,231.0,3.85,6.01,2021-04-06
2021-04-06 10:35:25,2,164.0,2.73,6.25,2021-04-06
2021-04-06 10:35:25,3,153.0,2.55,6.34,2021-04-06
2021-04-08 07:27:32,1,623.0,10.38,1.61,2021-04-08
2021-04-09 10:32:00,1,146.0,2.43,6.84,2021-04-09
2021-04-09 10:32:00,2,170.0,2.83,6.35,2021-04-09
2021-04-09 10:32:00,3,144.0,2.4,6.85,2021-04-09
2021-04-09 12:05:38,1,176.0,2.93,6.18,2021-04-09
2021-04-09 12:05:38,2,177.0,2.95,5.93,2021-04-09
2021-04-09 12:05:38,3,144.0,2.4,6.85,2021-04-09
2021-04-12 06:02:46,1,630.0,10.5,1.59,2021-04-12
2021-04-12 06:02:46,2,612.0,10.2,1.64,2021-04-12
2021-04-13 05:49:53,1,692.0,11.53,1.45,2021-04-13
2021-04-13 05:49:53,2,712.0,11.87,1.4,2021-04-13
2021-04-16 10:24:24,1,151.0,2.52,6.27,2021-04-16
2021-04-16 10:24:24,2,205.0,3.42,5.44,2021-04-16
2021-04-16 10:24:24,3,149.0,2.48,6.57,2021-04-16
2021-04-16 07:01:21,1,149.0,2.48,6.74,2021-04-16
2021-04-16 07:01:21,2,213.0,3.55,6.21,2021-04-16
2021-04-16 07:01:21,3,144.0,2.4,6.82,2021-04-16
2021-04-16 07:01:21,4,432.0,7.2,4.03,2021-04-16
2021-04-17 06:27:44,1,728.0,12.13,1.37,2021-04-17
2021-05-30 09:36:59,1,869.0,14.48,1.16,2021-05-30
2021-05-30 09:36:59,2,1168.0,19.47,0.86,2021-05-30
2021-05-30 11:37:10,1,880.0,14.67,1.14,2021-05-30
2021-06-01 10:46:58,1,731.0,12.18,1.37,2021-06-01
2021-06-01 05:51:33,1,745.0,12.42,1.34,2021-06-01
2021-06-01 05:51:33,2,788.0,13.13,1.27,2021-06-01
2021-06-02 14:33:28,1,737.0,12.28,1.36,2021-06-02
2021-06-02 14:33:28,2,712.0,11.87,1.4,2021-06-02
2021-06-02 14:33:28,3,665.0,11.08,1.5,2021-06-02
2021-06-03 07:05:49,1,710.0,11.83,1.41,2021-06-03
2021-06-03 07:05:49,2,728.0,12.13,1.37,2021-06-03
2021-06-03 07:05:49,3,702.0,11.7,1.43,2021-06-03
2021-06-05 19:53:17,1,3995.0,66.58,0.39,2021-06-05
2021-06-05 05:47:33,1,542.0,9.03,1.85,2021-06-05
2021-06-05 05:47:33,2,568.0,9.47,1.76,2021-06-05
2021-06-05 07:23:19,1,487.0,8.12,2.07,2021-06-05
2021-06-07 08:34:54,1,251.0,4.18,5.8,2021-06-07
2021-06-07 08:34:54,2,156.0,2.6,6.37,2021-06-07
2021-06-07 08:34:54,3,142.0,2.37,6.88,2021-06-07
2021-06-07 08:34:54,4,220.0,3.67,5.66,2021-06-07
2021-06-07 10:15:02,1,192.0,3.2,6.34,2021-06-07
2021-06-07 10:15:02,2,157.0,2.62,6.28,2021-06-07
2021-06-07 10:15:02,3,144.0,2.4,6.89,2021-06-07
2021-06-07 14:01:23,1,690.0,11.5,1.45,2021-06-07
2021-06-07 14:01:23,2,673.0,11.22,1.49,2021-06-07
2021-06-07 15:10:36,1,710.0,11.83,1.42,2021-06-07
2021-06-08 11:57:48,1,735.0,12.25,1.36,2021-06-08
2021-06-08 11:57:48,2,711.0,11.85,1.41,2021-06-08
2021-06-08 11:57:48,3,641.0,10.68,1.56,2021-06-08
2021-06-08 11:57:48,4,708.0,11.8,1.41,2021-06-08
2021-06-08 14:50:48,1,697.0,11.62,1.44,2021-06-08
2021-06-08 14:50:48,2,827.0,13.78,1.21,2021-06-08
2021-06-08 14:50:48,3,691.0,11.52,1.45,2021-06-08
2021-06-15 11:44:05,1,227.0,3.78,6.03,2021-06-15
2021-06-15 11:44:05,2,158.0,2.63,6.28,2021-06-15
2021-06-16 12:15:15,1,162.0,2.7,6.03,2021-06-16
2021-06-16 12:15:15,2,180.0,3.0,6.07,2021-06-16
2021-06-16 12:15:15,3,215.0,3.58,6.44,2021-06-16
2021-08-29 06:01:09,1,2543.0,42.38,0.4,2021-08-29
2022-04-11 13:24:18,1,704.0,11.73,1.42,2022-04-11
2022-04-11 13:24:18,2,729.0,12.15,1.37,2022-04-11
2022-04-11 13:24:18,3,823.0,13.72,1.21,2022-04-11
2022-04-11 13:24:18,4,893.0,14.88,1.12,2022-04-11
2022-04-11 13:24:18,5,721.0,12.02,1.38,2022-04-11
2022-04-11 13:24:18,6,730.0,12.17,1.37,2022-04-11
2022-04-16 14:04:26,1,751.0,12.52,1.33,2022-04-16
2022-04-16 14:04:26,2,844.0,14.07,1.18,2022-04-16
2022-04-16 14:04:26,3,822.0,13.7,1.22,2022-04-16
2022-04-16 14:04:26,4,717.0,11.95,1.4,2022-04-16
2022-05-04 11:34:52,1,963.0,16.05,1.04,2022-05-04
2022-05-04 11:34:52,2,2123.0,35.38,0.81,2022-05-04
2022-05-09 13:46:05,1,729.0,12.15,1.37,2022-05-09
2022-05-09 13:46:05,2,1095.0,18.25,0.92,2022-05-09
2022-05-09 13:46:05,3,795.0,13.25,1.26,2022-05-09
2022-05-09 13:46:05,4,1364.0,22.73,1.15,2022-05-09
2022-05-26 14:16:59,1,745.0,12.42,1.34,2022-05-26
2022-05-26 14:16:59,2,722.0,12.03,1.39,2022-05-26
2022-05-26 14:16:59,3,741.0,12.35,1.35,2022-05-26
2022-05-26 14:16:59,4,790.0,13.17,1.26,2022-05-26
2022-05-31 10:54:05,1,4379.0,72.98,0.39,2022-05-31
2022-05-31 10:54:05,2,3687.0,61.45,0.5,2022-05-31
2022-05-31 10:54:05,3,112.0,1.87,8.87,2022-05-31
2022-06-27 12:41:34,1,1387.0,23.12,1.15,2022-06-27
2022-06-27 12:41:34,2,678.0,11.3,1.47,2022-06-27
2022-06-27 12:41:34,3,836.0,13.93,1.2,2022-06-27
2022-06-27 12:41:34,4,721.0,12.02,1.39,2022-06-27
2022-06-29 14:25:30,1,900.0,15.0,1.21,2022-06-29
2022-06-29 14:25:30,2,740.0,12.33,1.35,2022-06-29
2022-06-29 14:25:30,3,685.0,11.42,1.46,2022-06-29
2022-08-03 16:01:08,1,1127.0,18.78,1.07,2022-08-03
2022-08-22 13:42:09,1,817.0,13.62,1.22,2022-08-22
2022-08-22 13:42:09,2,1249.0,20.82,0.8,2022-08-22
2022-08-22 13:42:09,3,1043.0,17.38,0.96,2022-08-22
2022-08-28 14:58:30,1,1580.0,26.33,0.57,2022-08-28
2022-08-29 14:14:25,1,858.0,14.3,1.17,2022-08-29
2022-08-29 14:14:25,2,879.0,14.65,1.14,2022-08-29
2022-09-02 16:13:33,1,930.0,15.5,1.08,2022-09-02
2022-09-02 16:13:33,2,890.0,14.83,1.13,2022-09-02
2022-09-09 15:00:29,1,1152.0,19.2,0.85,2022-09-09
2022-09-09 15:00:29,2,901.0,15.02,1.11,2022-09-09
2022-09-16 15:59:33,1,1738.0,28.97,0.59,2022-09-16
2022-09-16 15:59:33,2,203.0,3.38,4.79,2022-09-16
2022-09-16 15:59:33,3,88.0,1.47,11.39,2022-09-16
2022-09-16 15:59:33,4,132.0,2.2,7.6,2022-09-16
2022-09-16 15:59:33,5,54.0,0.9,18.41,2022-09-16
2022-09-16 15:59:33,6,38.0,0.63,26.4,2022-09-16
2022-09-16 15:59:33,7,37.0,0.62,26.92,2022-09-16
2022-09-16 15:59:33,8,38.0,0.63,26.97,2022-09-16
2022-09-16 15:59:33,9,37.0,0.62,27.0,2022-09-16
2022-09-23 11:08:55,1,1049.0,17.48,0.95,2022-09-23
2022-09-25 08:35:48,1,1738.0,28.97,0.53,2022-09-25
2022-09-25 08:35:48,2,1147.0,19.12,0.8,2022-09-25
2022-09-25 08:35:48,3,1462.0,24.37,0.69,2022-09-25
2022-09-25 08:35:48,4,1170.0,19.5,0.85,2022-09-25
2022-09-25 08:35:48,5,1690.0,28.17,0.59,2022-09-25
2022-09-25 08:35:48,6,850.0,14.17,1.18,2022-09-25
2022-09-25 08:35:48,7,1304.0,21.73,0.8,2022-09-25
2022-09-25 08:35:48,8,114.0,1.9,8.76,2022-09-25
2022-09-25 08:35:48,9,90.0,1.5,10.96,2022-09-25
2022-09-25 08:35:48,10,121.0,2.02,8.3,2022-09-25
2022-09-25 08:35:48,11,126.0,2.1,7.99,2022-09-25
2022-09-25 08:35:48,12,120.0,2.0,8.37,2022-09-25
2022-09-25 08:35:48,13,100.0,1.67,10.01,2022-09-25
2022-09-25 08:35:48,14,159.0,2.65,6.31,2022-09-25
2022-09-25 08:35:48,15,103.0,1.72,9.71,2022-09-25
2022-09-25 08:35:48,16,381.0,6.35,2.65,2022-09-25
2022-10-09 14:45:15,1,739.0,12.32,1.36,2022-10-09
2022-10-09 14:45:15,2,727.0,12.12,1.38,2022-10-09
2022-10-09 14:45:15,3,801.0,13.35,1.25,2022-10-09
2022-10-09 14:45:15,4,488.0,8.13,2.08,2022-10-09
2022-10-09 14:45:15,5,68.0,1.13,14.67,2022-10-09
2022-10-09 14:45:15,6,110.0,1.83,9.06,2022-10-09
2022-10-29 13:32:34,1,804.0,13.4,1.25,2022-10-29
2022-10-29 13:32:34,2,2153.0,35.88,1.25,2022-10-29
2022-10-29 13:32:34,3,925.0,15.42,1.08,2022-10-29
2022-10-29 13:32:34,4,1632.0,27.2,0.62,2022-10-29
2022-11-04 13:24:00,1,998.0,16.63,1.0,2022-11-04
2023-06-30 18:19:10,1,5197.0,86.62,0.19,2023-06-30
2023-09-04 13:00:58,1,222.0,3.7,4.52,2023-09-04
2023-09-04 13:00:58,2,210.0,3.5,4.81,2023-09-04
2023-09-04 13:00:58,3,243.0,4.05,4.1,2023-09-04
2023-09-04 13:00:58,4,357.0,5.95,2.81,2023-09-04
2023-09-04 13:00:58,5,322.0,5.37,3.11,2023-09-04
2023-09-04 13:00:58,6,275.0,4.58,3.65,2023-09-04
2023-09-04 13:00:58,7,216.0,3.6,4.64,2023-09-04
2023-09-05 11:01:51,1,558.0,9.3,1.8,2023-09-05
2023-09-05 11:01:51,2,416.0,6.93,2.41,2023-09-05
2023-09-05 11:01:51,3,330.0,5.5,3.04,2023-09-05
2023-09-05 11:01:51,4,438.0,7.3,2.29,2023-09-05
2023-09-05 11:01:51,5,330.0,5.5,3.04,2023-09-05
2023-09-05 11:01:51,6,383.0,6.38,2.61,2023-09-05
2023-09-05 11:01:51,7,270.0,4.5,3.72,2023-09-05
2023-09-05 11:01:51,8,425.0,7.08,2.37,2023-09-05
2023-09-05 11:01:51,9,1317.0,21.95,1.01,2023-09-05
2023-09-05 11:01:51,10,1946.0,32.43,0.22,2023-09-05
2023-09-05 11:01:51,11,580.0,9.67,1.73,2023-09-05
2023-09-05 11:01:51,12,461.0,7.68,2.18,2023-09-05
2023-09-05 11:01:51,13,571.0,9.52,1.75,2023-09-05
2023-09-05 11:01:51,14,259.0,4.32,3.85,2023-09-05
2023-09-05 11:01:51,15,353.0,5.88,2.85,2023-09-05
2023-09-05 11:01:51,16,356.0,5.93,2.82,2023-09-05
2023-09-05 11:01:51,17,498.0,8.3,2.01,2023-09-05
2024-01-01 14:51:12,1,1143.0,19.05,0.88,2024-01-01
2024-01-16 17:16:32,1,698.0,11.63,1.43,2024-01-16
2024-02-20 16:55:25,1,2702.0,45.03,0.41,2024-02-20
2024-02-20 16:55:25,2,1737.0,28.95,0.59,2024-02-20
2024-02-28 14:22:01,1,727.0,12.12,1.38,2024-02-28
2024-02-28 14:22:01,2,790.0,13.17,1.26,2024-02-28
2024-02-28 14:22:01,3,721.0,12.02,1.39,2024-02-28
2024-02-28 14:22:01,4,2518.0,41.97,0.72,2024-02-28
2024-02-28 14:22:01,5,683.0,11.38,1.35,2024-02-28
2024-02-28 14:22:01,6,768.0,12.8,1.3,2024-02-28
2024-03-22 13:49:31,1,380.0,6.33,2.63,2024-03-22
2024-03-22 13:49:31,2,350.0,5.83,2.85,2024-03-22
2024-03-22 13:49:31,3,344.0,5.73,2.91,2024-03-22
2024-03-22 13:49:31,4,334.0,5.57,3.0,2024-03-22
2024-03-22 13:49:31,5,349.0,5.82,2.86,2024-03-22
2024-03-22 13:49:31,6,470.0,7.83,2.13,2024-03-22
2024-03-22 13:49:31,7,424.0,7.07,2.36,2024-03-22
2024-03-22 13:49:31,8,529.0,8.82,1.89,2024-03-22
2024-04-01 14:45:15,1,818.0,13.63,1.23,2024-04-01
2024-04-01 14:45:15,2,737.0,12.28,1.35,2024-04-01
2024-04-01 14:45:15,3,1295.0,21.58,0.77,2024-04-01
2024-04-08 10:47:44,1,717.0,11.95,1.4,2024-04-08
2024-04-15 10:56:35,1,750.0,12.5,1.34,2024-04-15
2024-04-15 14:57:39,1,735.0,12.25,1.36,2024-04-15
2024-04-21 09:33:48,1,341.0,5.68,2.93,2024-04-21
2024-04-21 09:33:48,2,334.0,5.57,2.99,2024-04-21
2024-04-21 09:33:48,3,319.0,5.32,3.13,2024-04-21
2024-04-21 09:33:48,4,419.0,6.98,3.01,2024-04-21
2024-04-21 09:33:48,5,388.0,6.47,3.1,2024-04-21
2024-04-21 09:33:48,6,318.0,5.3,3.14,2024-04-21
2024-05-05 17:05:21,1,731.0,12.18,1.37,2024-05-05
2024-05-05 17:05:21,2,805.0,13.42,1.24,2024-05-05
2024-05-14 16:38:11,1,926.0,15.43,1.08,2024-05-14
