start_time,km,split_time_sec,split_pace_min,avg_speed_ms,date
2024-05-14 16:38:11,2,1139.0,18.98,0.88,2024-05-14
2024-05-14 16:38:11,3,2023.0,33.72,0.49,2024-05-14
2024-05-14 16:38:11,4,816.0,13.6,1.23,2024-05-14
2024-05-17 12:25:06,1,304.0,5.07,3.29,2024-05-17
2024-05-17 12:25:06,2,299.0,4.98,3.33,2024-05-17
2024-05-17 12:25:06,3,291.0,4.85,3.45,2024-05-17
2024-05-17 12:25:06,4,291.0,4.85,3.44,2024-05-17
2024-05-17 12:25:06,5,298.0,4.97,3.35,2024-05-17
2024-05-17 12:25:06,6,296.0,4.93,3.37,2024-05-17
2024-05-23 17:07:35,1,680.0,11.33,1.47,2024-05-23
2024-05-23 17:07:35,2,893.0,14.88,1.12,2024-05-23
2024-05-23 17:07:35,3,1485.0,24.75,0.67,2024-05-23
2024-05-23 17:07:35,4,1379.0,22.98,0.73,2024-05-23
2024-05-23 17:07:35,5,982.0,16.37,1.02,2024-05-23
2024-06-05 12:02:27,1,145.0,2.42,6.88,2024-06-05
2024-06-05 12:02:27,2,216.0,3.6,4.65,2024-06-05
2024-06-05 12:02:27,3,160.0,2.67,6.31,2024-06-05
2024-06-05 13:35:36,1,179.0,2.98,5.64,2024-06-05
2024-06-05 13:35:36,2,167.0,2.78,6.0,2024-06-05
2024-06-05 13:35:36,3,198.0,3.3,5.07,2024-06-05
2024-06-05 13:35:36,4,197.0,3.28,5.09,2024-06-05
2024-06-05 15:44:22,1,156.0,2.6,6.62,2024-06-05
2024-06-05 15:44:22,2,239.0,3.98,4.2,2024-06-05
2024-06-05 15:44:22,3,204.0,3.4,4.94,2024-06-05
2024-06-08 13:35:46,1,1193.0,19.88,1.26,2024-06-08
2024-06-08 13:35:46,2,3253.0,54.22,1.09,2024-06-08
2024-06-08 13:35:46,3,1.0,0.02,0.06,2024-06-08
2024-06-08 13:35:46,4,538.0,8.97,1.16,2024-06-08
2024-06-08 13:35:46,5,1709.0,28.48,0.58,2024-06-08
2024-06-08 13:35:46,6,1166.0,19.43,0.86,2024-06-08
2024-06-09 14:47:43,1,184.0,3.07,5.47,2024-06-09
2024-06-09 14:47:43,2,213.0,3.55,4.69,2024-06-09
2024-06-09 14:47:43,3,331.0,5.52,3.02,2024-06-09
2024-06-09 14:47:43,4,1222.0,20.37,0.05,2024-06-09
2024-06-09 14:47:43,5,1.0,0.02,4.47,2024-06-09
2024-06-09 14:47:43,6,108.0,1.8,4.37,2024-06-09
2024-06-09 14:47:43,7,228.0,3.8,4.4,2024-06-09
2024-06-09 14:47:43,8,1243.0,20.72,1.0,2024-06-09
2024-06-10 14:46:04,1,1036.0,17.27,0.96,2024-06-10
2024-06-10 14:46:04,2,1377.0,22.95,0.73,2024-06-10
2024-06-10 14:46:04,3,1136.0,18.93,0.88,2024-06-10
2024-06-17 14:19:31,1,1440.0,24.0,0.7,2024-06-17
2024-06-30 13:53:49,1,1520.0,25.33,0.85,2024-06-30
2024-06-30 13:53:49,2,1733.0,28.88,0.52,2024-06-30
2024-06-30 13:53:49,3,1565.0,26.08,0.63,2024-06-30
2024-07-21 11:12:08,1,163.0,2.72,6.16,2024-07-21
2024-07-21 11:12:08,2,152.0,2.53,6.64,2024-07-21
2024-07-21 11:12:08,3,154.0,2.57,6.5,2024-07-21
2024-07-21 11:12:08,4,195.0,3.25,5.14,2024-07-21
2024-07-21 11:12:08,5,190.0,3.17,5.27,2024-07-21
2024-07-21 09:55:34,1,183.0,3.05,5.5,2024-07-21
2024-07-21 09:55:34,2,150.0,2.5,6.67,2024-07-21
2024-07-21 09:55:34,3,477.0,7.95,2.11,2024-07-21
2024-07-21 09:55:34,4,185.0,3.08,5.38,2024-07-21
2024-07-21 09:55:34,5,190.0,3.17,5.32,2024-07-21
2024-07-21 17:32:58,1,442.0,7.37,2.27,2024-07-21
2024-07-21 17:32:58,2,282.0,4.7,3.56,2024-07-21
2024-07-21 17:32:58,3,191.0,3.18,5.25,2024-07-21
2024-07-24 10:24:24,1,145.0,2.42,6.94,2024-07-24
2024-07-25 14:21:27,1,144.0,2.4,6.99,2024-07-25
2024-07-25 14:21:27,2,150.0,2.5,6.68,2024-07-25
2024-07-25 15:35:03,1,210.0,3.5,4.81,2024-07-25
2024-07-25 15:35:03,2,160.0,2.67,6.3,2024-07-25
2024-07-29 17:24:50,1,238.0,3.97,4.22,2024-07-29
2024-08-09 11:57:03,1,150.0,2.5,6.72,2024-08-09
2024-08-09 11:57:03,2,151.0,2.52,6.66,2024-08-09
2024-08-09 11:57:03,3,147.0,2.45,6.82,2024-08-09
2024-08-09 13:03:08,1,139.0,2.32,7.22,2024-08-09
2024-08-09 13:03:08,2,168.0,2.8,6.01,2024-08-09
2024-08-09 13:03:08,3,182.0,3.03,5.52,2024-08-09
2024-08-09 13:03:08,4,152.0,2.53,6.57,2024-08-09
2024-08-12 10:51:56,1,147.0,2.45,6.86,2024-08-12
2024-08-12 10:51:56,2,145.0,2.42,6.89,2024-08-12
2024-08-12 10:51:56,3,154.0,2.57,6.55,2024-08-12
2024-08-12 10:51:56,4,197.0,3.28,5.1,2024-08-12
2024-08-12 10:51:56,5,177.0,2.95,5.66,2024-08-12
2024-08-12 09:49:10,1,152.0,2.53,6.63,2024-08-12
2024-08-12 09:49:10,2,144.0,2.4,6.97,2024-08-12
2024-08-12 09:49:10,3,142.0,2.37,7.08,2024-08-12
2024-08-12 09:49:10,4,139.0,2.32,7.23,2024-08-12
2024-08-24 12:56:01,1,217.0,3.62,4.63,2024-08-24
2024-08-24 15:33:03,1,230.0,3.83,4.39,2024-08-24
2024-08-30 13:03:25,1,172.0,2.87,5.82,2024-08-30
2024-08-30 13:03:25,2,306.0,5.1,3.29,2024-08-30
2024-08-30 13:03:25,3,147.0,2.45,6.82,2024-08-30
2024-08-30 14:10:59,1,142.0,2.37,7.1,2024-08-30
2024-08-30 14:10:59,2,142.0,2.37,7.06,2024-08-30
2024-08-30 14:10:59,3,142.0,2.37,7.06,2024-08-30
2024-08-30 14:10:59,4,251.0,4.18,4.0,2024-08-30
2024-08-30 14:10:59,5,171.0,2.85,5.84,2024-08-30
2024-09-02 11:21:57,1,922.0,15.37,1.09,2024-09-02
2024-09-02 11:21:57,2,533.0,8.88,1.88,2024-09-02
2024-09-05 07:54:01,1,1137.0,18.95,0.88,2024-09-05
2024-09-10 19:23:11,1,1134.0,18.9,0.88,2024-09-10
2024-09-10 08:41:52,1,770.0,12.83,1.3,2024-09-10
2024-09-10 14:14:08,1,1088.0,18.13,1.1,2024-09-10
2024-09-10 16:39:31,1,800.0,13.33,1.25,2024-09-10
2024-09-16 09:16:21,1,947.0,15.78,1.06,2024-09-16
2024-09-16 09:16:21,2,1483.0,24.72,0.67,2024-09-16
2024-09-18 10:31:42,1,1049.0,17.48,0.95,2024-09-18
2024-09-18 10:31:42,2,2767.0,46.12,0.36,2024-09-18
2024-09-23 11:34:17,1,176.0,2.93,5.74,2024-09-23
2024-09-23 11:34:17,2,158.0,2.63,6.32,2024-09-23
2024-10-01 10:38:33,1,666.0,11.1,1.51,2024-10-01
2024-10-01 10:38:33,2,681.0,11.35,1.47,2024-10-01
2024-10-24 13:33:48,1,685.0,11.42,1.47,2024-10-24
2024-11-02 13:17:53,1,849.0,14.15,1.18,2024-11-02
2024-11-03 17:01:18,1,788.0,13.13,1.28,2024-11-03
2024-11-10 17:43:33,1,964.0,16.07,1.04,2024-11-10
2025-01-07 12:05:29,1,744.0,12.4,1.35,2025-01-07
2025-01-07 12:05:29,2,742.0,12.37,1.35,2025-01-07
2025-01-12 09:11:34,1,730.0,12.17,1.37,2025-01-12
2025-01-15 11:44:28,1,683.0,11.38,1.47,2025-01-15
2025-01-21 11:11:13,1,600.0,10.0,1.67,2025-01-21
2025-02-02 11:23:09,1,712.0,11.87,1.41,2025-02-02
2025-02-02 11:23:09,2,712.0,11.87,1.41,2025-02-02
2025-02-18 11:46:09,1,847.0,14.12,1.18,2025-02-18
2025-02-18 11:46:09,2,691.0,11.52,1.45,2025-02-18
2025-03-14 18:32:13,1,707.0,11.78,1.42,2025-03-14
2025-03-20 11:28:54,1,718.0,11.97,1.4,2025-03-20
2025-03-20 11:28:54,2,724.0,12.07,1.38,2025-03-20
2025-03-29 12:08:44,1,195.0,3.25,5.16,2025-03-29
2025-03-29 12:08:44,2,201.0,3.35,4.99,2025-03-29
2025-03-29 12:08:44,3,243.0,4.05,4.13,2025-03-29
2025-03-29 12:08:44,4,210.0,3.5,4.76,2025-03-29
2025-03-29 12:08:44,5,191.0,3.18,5.22,2025-03-29
2025-03-29 12:08:44,6,245.0,4.08,4.1,2025-03-29
2025-03-29 12:08:44,7,425.0,7.08,2.36,2025-03-29
2025-03-29 12:08:44,8,459.0,7.65,2.18,2025-03-29
2025-04-06 13:29:43,1,269.0,4.48,3.74,2025-04-06
2025-04-06 13:29:43,2,230.0,3.83,4.36,2025-04-06
2025-04-06 14:11:18,1,237.0,3.95,4.22,2025-04-06
2025-04-06 14:11:18,2,268.0,4.47,3.74,2025-04-06
2025-04-06 14:11:18,3,2406.0,40.1,2.11,2025-04-06
2025-04-06 14:11:18,4,89.0,1.48,4.39,2025-04-06
2025-04-06 14:11:18,5,197.0,3.28,5.09,2025-04-06
2025-04-06 14:11:18,6,211.0,3.52,4.75,2025-04-06
2025-04-06 14:11:18,7,201.0,3.35,4.97,2025-04-06
2025-04-08 10:32:10,1,766.0,12.77,1.31,2025-04-08
2025-04-08 10:32:10,2,686.0,11.43,1.46,2025-04-08
2025-04-19 09:56:44,1,225.0,3.75,4.49,2025-04-19
2025-04-19 09:56:44,2,950.0,15.83,2.55,2025-04-19
2025-04-19 09:56:44,3,238.0,3.97,4.22,2025-04-19
2025-04-22 10:30:07,1,738.0,12.3,1.36,2025-04-22
2025-04-27 13:44:20,1,323.0,5.38,3.12,2025-04-27
2025-04-27 13:44:20,2,216.0,3.6,4.63,2025-04-27
2025-04-27 13:44:20,3,276.0,4.6,3.63,2025-04-27
2025-04-27 13:44:20,4,164.0,2.73,6.12,2025-04-27
2025-04-27 13:44:20,5,404.0,6.73,2.48,2025-04-27
2025-04-27 13:44:20,6,247.0,4.12,4.04,2025-04-27
2025-04-27 13:44:20,7,183.0,3.05,5.52,2025-04-27
2025-04-27 13:44:20,8,167.0,2.78,5.99,2025-04-27
2025-04-27 13:44:20,9,165.0,2.75,6.04,2025-04-27
2025-04-27 13:44:20,10,518.0,8.63,1.93,2025-04-27
2025-04-27 16:15:52,1,184.0,3.07,5.48,2025-04-27
2025-04-27 16:15:52,2,191.0,3.18,5.25,2025-04-27
2025-04-27 16:15:52,3,203.0,3.38,4.94,2025-04-27
2025-04-27 16:15:52,4,180.0,3.0,5.55,2025-04-27
2025-05-17 10:27:48,1,1004.0,16.73,1.01,2025-05-17
2025-05-17 10:27:48,2,770.0,12.83,1.3,2025-05-17
2025-05-17 12:10:02,1,783.0,13.05,1.28,2025-05-17
2025-05-18 09:45:43,1,225.0,3.75,4.47,2025-05-18
2025-05-18 09:45:43,2,323.0,5.38,3.12,2025-05-18
2025-05-18 09:45:43,3,206.0,3.43,4.85,2025-05-18
2025-05-18 09:45:43,4,402.0,6.7,2.5,2025-05-18
2025-05-18 09:45:43,5,228.0,3.8,4.39,2025-05-18
2025-05-18 09:45:43,6,201.0,3.35,5.0,2025-05-18
2025-05-18 09:45:43,7,221.0,3.68,4.54,2025-05-18
2025-05-18 09:45:43,8,295.0,4.92,3.4,2025-05-18
2025-05-18 09:45:43,9,203.0,3.38,4.93,2025-05-18
2025-05-18 09:45:43,10,258.0,4.3,3.89,2025-05-18
2025-05-18 11:55:01,1,255.0,4.25,3.95,2025-05-18
2025-05-18 11:55:01,2,168.0,2.8,5.97,2025-05-18
2025-05-18 11:55:01,3,144.0,2.4,6.97,2025-05-18
2025-05-18 11:55:01,4,146.0,2.43,6.84,2025-05-18
2025-05-18 11:55:01,5,141.0,2.35,7.14,2025-05-18
2025-06-15 13:29:16,1,253.0,4.22,3.96,2025-06-15
2025-06-16 10:15:48,1,757.0,12.62,1.32,2025-06-16
2025-06-16 10:15:48,2,780.0,13.0,1.29,2025-06-16
2025-06-20 15:17:40,1,807.0,13.45,1.24,2025-06-20
2025-06-21 14:37:11,1,229.0,3.82,4.39,2025-06-21
2025-06-21 14:37:11,2,165.0,2.75,6.09,2025-06-21
2025-06-21 14:37:11,3,146.0,2.43,6.85,2025-06-21
2025-06-22 08:55:25,1,220.0,3.67,4.58,2025-06-22
2025-06-22 08:55:25,2,179.0,2.98,5.62,2025-06-22
2025-07-13 05:48:14,1,154.0,2.57,6.52,2025-07-13
2025-07-22 10:39:05,1,798.0,13.3,1.26,2025-07-22
2025-08-10 10:38:03,1,198.0,3.3,5.07,2025-08-10
2025-08-10 10:38:03,2,246.0,4.1,4.07,2025-08-10
2025-08-10 10:38:03,3,196.0,3.27,5.12,2025-08-10
2025-08-10 10:38:03,4,187.0,3.12,5.33,2025-08-10
2025-08-10 10:38:03,5,316.0,5.27,3.17,2025-08-10
2025-08-10 10:38:03,6,225.0,3.75,4.44,2025-08-10
2025-08-10 10:38:03,7,453.0,7.55,2.22,2025-08-10
2025-08-10 10:38:03,8,179.0,2.98,5.59,2025-08-10
2025-08-10 10:38:03,9,195.0,3.25,5.15,2025-08-10
2025-08-12 10:17:05,1,737.0,12.28,1.36,2025-08-12
2025-08-12 10:17:05,2,717.0,11.95,1.39,2025-08-12
2025-08-18 12:52:18,1,184.0,3.07,5.44,2025-08-18
2025-08-18 12:52:18,2,184.0,3.07,5.45,2025-08-18
2025-08-18 12:52:18,3,179.0,2.98,5.58,2025-08-18
2025-08-18 12:52:18,4,255.0,4.25,3.95,2025-08-18
2025-08-18 12:52:18,5,242.0,4.03,4.13,2025-08-18
2025-08-18 12:52:18,6,178.0,2.97,5.64,2025-08-18
2025-08-18 12:52:18,7,249.0,4.15,4.02,2025-08-18
2025-08-18 12:52:18,8,218.0,3.63,4.59,2025-08-18
2025-08-18 12:52:18,9,166.0,2.77,6.02,2025-08-18
2025-08-18 12:52:18,10,171.0,2.85,5.84,2025-08-18
2025-08-18 12:52:18,11,393.0,6.55,2.55,2025-08-18
2025-08-18 12:52:18,12,183.0,3.05,5.47,2025-08-18
2025-08-18 15:16:12,1,173.0,2.88,5.8,2025-08-18
2025-08-18 15:16:12,2,154.0,2.57,6.5,2025-08-18
2025-08-18 15:16:12,3,161.0,2.68,6.2,2025-08-18
2025-08-18 15:16:12,4,155.0,2.58,6.46,2025-08-18
2025-08-18 15:16:12,5,151.0,2.52,6.57,2025-08-18
2025-08-18 15:16:12,6,161.0,2.68,6.23,2025-08-18
2025-08-18 15:16:12,7,170.0,2.83,5.86,2025-08-18
2025-08-18 15:16:12,8,159.0,2.65,6.35,2025-08-18
2025-08-18 15:16:12,9,199.0,3.32,5.01,2025-08-18
2025-08-18 15:16:12,10,180.0,3.0,5.58,2025-08-18
2025-08-18 15:16:12,11,189.0,3.15,5.31,2025-08-18
2025-08-18 15:16:12,12,164.0,2.73,6.11,2025-08-18
2025-08-19 10:12:30,1,749.0,12.48,1.34,2025-08-19
2025-08-19 10:12:30,2,774.0,12.9,1.32,2025-08-19
2025-08-24 08:15:52,1,849.0,14.15,1.18,2025-08-24
2025-08-27 12:21:48,1,797.0,13.28,1.26,2025-08-27
2025-08-27 12:21:48,2,762.0,12.7,1.31,2025-08-27
2025-09-02 14:52:13,1,838.0,13.97,1.19,2025-09-02
2025-09-02 14:52:13,2,1186.0,19.77,0.84,2025-09-02
2025-09-04 17:58:06,1,171.0,2.85,5.89,2025-09-04
2025-09-16 16:28:27,1,1079.0,17.98,0.93,2025-09-16
2025-09-16 16:28:27,2,1811.0,30.18,0.55,2025-09-16
2025-09-16 16:28:27,3,789.0,13.15,1.27,2025-09-16
2025-10-02 16:33:48,1,364.0,6.07,2.73,2025-10-02
2025-10-02 16:33:48,2,377.0,6.28,2.66,2025-10-02
2025-10-02 16:33:48,3,389.0,6.48,2.58,2025-10-02
2025-10-02 16:33:48,4,396.0,6.6,2.53,2025-10-02
2025-10-02 16:33:48,5,389.0,6.48,2.58,2025-10-02
2025-10-02 16:33:48,6,396.0,6.6,2.54,2025-10-02
2025-10-02 16:33:48,7,434.0,7.23,2.54,2025-10-02
2025-10-02 16:33:48,8,396.0,6.6,2.54,2025-10-02
2025-10-02 16:33:48,9,309.0,5.15,3.23,2025-10-02
2025-10-02 16:33:48,10,330.0,5.5,3.03,2025-10-02
2025-10-02 16:33:48,11,354.0,5.9,2.83,2025-10-02
2025-10-02 16:33:48,12,356.0,5.93,2.82,2025-10-02
2025-10-09 16:33:50,1,371.0,6.18,2.71,2025-10-09
2025-10-09 16:33:50,2,356.0,5.93,2.81,2025-10-09
2025-10-09 16:33:50,3,355.0,5.92,2.82,2025-10-09
2025-10-09 16:33:50,4,357.0,5.95,2.81,2025-10-09
2025-10-09 16:33:50,5,373.0,6.22,2.69,2025-10-09
2025-10-09 16:33:50,6,354.0,5.9,2.83,2025-10-09
2025-10-09 16:33:50,7,353.0,5.88,2.84,2025-10-09
2025-10-09 16:33:50,8,365.0,6.08,2.75,2025-10-09
2025-10-09 16:33:50,9,367.0,6.12,2.73,2025-10-09
2025-10-09 16:33:50,10,364.0,6.07,2.76,2025-10-09
2025-10-09 16:33:50,11,351.0,5.85,2.85,2025-10-09
2025-10-09 16:33:50,12,352.0,5.87,2.85,2025-10-09
2025-10-09 16:33:50,13,356.0,5.93,2.82,2025-10-09
2025-10-09 16:33:50,14,348.0,5.8,2.88,2025-10-09
2025-10-12 07:48:03,1,664.0,11.07,1.5,2025-10-12
2025-10-12 05:32:33,1,666.0,11.1,1.5,2025-10-12
2025-10-12 06:04:25,1,364.0,6.07,2.76,2025-10-12
2025-10-12 06:04:25,2,346.0,5.77,2.9,2025-10-12
2025-10-12 06:04:25,3,348.0,5.8,2.88,2025-10-12
2025-10-12 06:04:25,4,362.0,6.03,2.77,2025-10-12
2025-10-12 06:04:25,5,468.0,7.8,2.79,2025-10-12
2025-10-12 06:04:25,6,385.0,6.42,2.6,2025-10-12
2025-10-12 06:04:25,7,382.0,6.37,2.62,2025-10-12
2025-10-12 06:04:25,8,377.0,6.28,2.66,2025-10-12
2025-10-12 06:04:25,9,475.0,7.92,2.11,2025-10-12
2025-10-16 17:15:52,1,386.0,6.43,2.6,2025-10-16
2025-10-16 17:15:52,2,356.0,5.93,2.82,2025-10-16
2025-10-16 17:15:52,3,359.0,5.98,2.78,2025-10-16
2025-10-16 17:15:52,4,359.0,5.98,2.8,2025-10-16
2025-10-16 17:15:52,5,362.0,6.03,2.77,2025-10-16
2025-10-16 17:15:52,6,351.0,5.85,2.85,2025-10-16
2025-10-16 17:15:52,7,357.0,5.95,2.81,2025-10-16
2025-10-16 17:15:52,8,354.0,5.9,2.83,2025-10-16
2025-10-16 17:15:52,9,395.0,6.58,2.78,2025-10-16
2025-10-16 17:15:52,10,364.0,6.07,2.76,2025-10-16
2025-10-16 17:15:52,11,380.0,6.33,2.63,2025-10-16
2025-10-16 17:15:52,12,357.0,5.95,2.81,2025-10-16
2025-10-16 17:15:52,13,358.0,5.97,2.8,2025-10-16
2025-10-16 17:15:52,14,347.0,5.78,2.89,2025-10-16
2025-10-19 07:56:00,1,602.0,10.03,1.65,2025-10-19
2025-10-19 16:19:37,1,821.0,13.68,1.22,2025-10-19
2025-10-19 05:27:13,1,608.0,10.13,1.65,2025-10-19
2025-10-19 06:05:02,1,372.0,6.2,2.7,2025-10-19
2025-10-19 06:05:02,2,367.0,6.12,2.73,2025-10-19
2025-10-19 06:05:02,3,378.0,6.3,2.66,2025-10-19
2025-10-19 06:05:02,4,385.0,6.42,2.6,2025-10-19
2025-10-19 06:05:02,5,526.0,8.77,2.63,2025-10-19
2025-10-19 06:05:02,6,411.0,6.85,2.39,2025-10-19
2025-10-19 06:05:02,7,387.0,6.45,2.59,2025-10-19
2025-10-19 06:05:02,8,427.0,7.12,2.35,2025-10-19
2025-10-19 06:05:02,9,425.0,7.08,2.36,2025-10-19
2025-10-19 06:05:02,10,423.0,7.05,2.36,2025-10-19
2025-10-24 14:23:47,1,352.0,5.87,2.84,2025-10-24
2025-10-24 14:23:47,2,368.0,6.13,2.75,2025-10-24
2025-10-24 14:23:47,3,366.0,6.1,2.74,2025-10-24
2025-10-24 14:23:47,4,355.0,5.92,2.82,2025-10-24
2025-10-24 14:23:47,5,363.0,6.05,2.76,2025-10-24
2025-10-24 14:23:47,6,377.0,6.28,2.97,2025-10-24
2025-10-24 14:23:47,7,407.0,6.78,2.8,2025-10-24
2025-10-24 14:23:47,8,357.0,5.95,2.8,2025-10-24
2025-10-24 14:23:47,9,298.0,4.97,3.36,2025-10-24
2025-10-24 14:23:47,10,306.0,5.1,3.28,2025-10-24
2025-10-24 14:23:47,11,278.0,4.63,3.6,2025-10-24
2025-10-26 06:34:08,1,598.0,9.97,1.68,2025-10-26
2025-10-26 06:34:08,2,595.0,9.92,1.68,2025-10-26
2025-10-26 07:02:06,1,349.0,5.82,2.88,2025-10-26
2025-10-26 07:02:06,2,350.0,5.83,2.85,2025-10-26
2025-10-26 07:02:06,3,346.0,5.77,2.9,2025-10-26
2025-10-26 07:02:06,4,333.0,5.55,3.01,2025-10-26
2025-10-26 07:02:06,5,348.0,5.8,2.88,2025-10-26
2025-10-26 07:02:06,6,592.0,9.87,2.8,2025-10-26
2025-10-26 07:02:06,7,348.0,5.8,2.87,2025-10-26
2025-10-26 07:02:06,8,380.0,6.33,2.64,2025-10-26
2025-10-26 07:02:06,9,388.0,6.47,2.58,2025-10-26
2025-10-28 16:41:39,1,233.0,3.88,4.28,2025-10-28
2025-10-28 16:41:39,2,246.0,4.1,4.08,2025-10-28
2025-10-28 16:41:39,3,245.0,4.08,4.08,2025-10-28
2025-10-28 16:41:39,4,256.0,4.27,3.92,2025-10-28
2025-10-28 16:41:39,5,253.0,4.22,3.97,2025-10-28
2025-10-30 17:32:13,1,361.0,6.02,2.78,2025-10-30
2025-10-30 17:32:13,2,359.0,5.98,2.79,2025-10-30
2025-10-30 17:32:13,3,360.0,6.0,2.78,2025-10-30
2025-10-30 17:32:13,4,365.0,6.08,2.75,2025-10-30
2025-10-30 17:32:13,5,364.0,6.07,2.75,2025-10-30
2025-10-30 17:32:13,6,361.0,6.02,2.78,2025-10-30
2025-10-30 17:32:13,7,380.0,6.33,2.64,2025-10-30
2025-10-30 17:32:13,8,364.0,6.07,2.75,2025-10-30
2025-10-30 17:32:13,9,299.0,4.98,3.36,2025-10-30
2025-10-30 17:32:13,10,295.0,4.92,3.4,2025-10-30
2025-11-02 14:21:07,1,1007.0,16.78,0.95,2025-11-02
2025-11-02 14:21:07,2,1005.0,16.75,1.44,2025-11-02
2025-11-02 07:40:25,1,336.0,5.6,2.99,2025-11-02
2025-11-02 07:40:25,2,331.0,5.52,3.03,2025-11-02
2025-11-02 07:40:25,3,371.0,6.18,2.7,2025-11-02
2025-11-02 07:40:25,4,368.0,6.13,2.72,2025-11-02
2025-11-02 07:40:25,5,383.0,6.38,2.62,2025-11-02
2025-11-06 17:38:09,1,396.0,6.6,2.73,2025-11-06
2025-11-06 17:38:09,2,363.0,6.05,2.76,2025-11-06
2025-11-06 17:38:09,3,366.0,6.1,2.74,2025-11-06
2025-11-06 17:38:09,4,359.0,5.98,2.79,2025-11-06
2025-11-06 17:38:09,5,359.0,5.98,2.79,2025-11-06
2025-11-06 17:38:09,6,350.0,5.83,2.86,2025-11-06
2025-11-06 17:38:09,7,408.0,6.8,2.82,2025-11-06
2025-11-06 17:38:09,8,300.0,5.0,3.34,2025-11-06
2025-11-06 17:38:09,9,293.0,4.88,3.42,2025-11-06
2025-11-06 17:38:09,10,298.0,4.97,3.36,2025-11-06
2025-11-06 17:38:09,11,293.0,4.88,3.42,2025-11-06
2025-11-06 17:38:09,12,304.0,5.07,3.3,2025-11-06
2025-11-09 07:02:45,1,329.0,5.48,3.05,2025-11-09
2025-11-09 07:02:45,2,334.0,5.57,3.0,2025-11-09
2025-11-09 07:02:45,3,371.0,6.18,3.1,2025-11-09
2025-11-09 07:02:45,4,327.0,5.45,3.06,2025-11-09
2025-11-09 07:02:45,5,338.0,5.63,2.97,2025-11-09
2025-11-09 07:02:45,6,579.0,9.65,3.09,2025-11-09
2025-11-09 07:02:45,7,341.0,5.68,2.94,2025-11-09
2025-11-09 07:02:45,8,326.0,5.43,3.08,2025-11-09
2025-11-09 07:02:45,9,315.0,5.25,3.19,2025-11-09
2025-11-09 07:02:45,10,299.0,4.98,3.36,2025-11-09
2025-11-09 07:02:45,11,294.0,4.9,3.42,2025-11-09
2025-11-09 07:02:45,12,354.0,5.9,2.83,2025-11-09
2025-11-11 11:28:41,1,956.0,15.93,1.06,2025-11-11
2025-11-11 11:28:41,2,655.0,10.92,1.52,2025-11-11
2025-11-11 05:23:58,1,335.0,5.58,2.99,2025-11-11
2025-11-11 05:23:58,2,339.0,5.65,2.95,2025-11-11
2025-11-11 05:23:58,3,338.0,5.63,2.98,2025-11-11
2025-11-11 05:23:58,4,350.0,5.83,2.86,2025-11-11
2025-11-11 05:23:58,5,393.0,6.55,2.83,2025-11-11
2025-11-11 05:23:58,6,352.0,5.87,2.85,2025-11-11
2025-11-11 05:23:58,7,352.0,5.87,2.85,2025-11-11
2025-11-11 05:23:58,8,384.0,6.4,2.93,2025-11-11
2025-11-11 05:23:58,9,358.0,5.97,2.8,2025-11-11
2025-11-11 05:23:58,10,347.0,5.78,2.89,2025-11-11
2025-11-13 17:35:27,1,388.0,6.47,2.65,2025-11-13
2025-11-13 17:35:27,2,354.0,5.9,2.82,2025-11-13
2025-11-13 17:35:27,3,363.0,6.05,3.09,2025-11-13
2025-11-13 17:35:27,4,362.0,6.03,2.77,2025-11-13
2025-11-13 17:35:27,5,404.0,6.73,2.68,2025-11-13
2025-11-13 17:35:27,6,373.0,6.22,2.69,2025-11-13
2025-11-13 17:35:27,7,391.0,6.52,2.77,2025-11-13
2025-11-13 17:35:27,8,305.0,5.08,3.29,2025-11-13
2025-11-13 17:35:27,9,299.0,4.98,3.35,2025-11-13
2025-11-13 17:35:27,10,312.0,5.2,3.22,2025-11-13
2025-11-13 17:35:27,11,310.0,5.17,3.23,2025-11-13
2025-11-13 17:35:27,12,295.0,4.92,3.4,2025-11-13
2025-11-16 07:00:36,1,347.0,5.78,2.9,2025-11-16
2025-11-16 07:00:36,2,333.0,5.55,3.01,2025-11-16
2025-11-16 07:00:36,3,342.0,5.7,2.94,2025-11-16
2025-11-16 07:00:36,4,325.0,5.42,3.08,2025-11-16
2025-11-16 07:00:36,5,325.0,5.42,3.09,2025-11-16
2025-11-16 07:00:36,6,592.0,9.87,2.91,2025-11-16
2025-11-16 07:00:36,7,318.0,5.3,3.15,2025-11-16
2025-11-16 07:00:36,8,355.0,5.92,2.83,2025-11-16
2025-11-16 07:00:36,9,355.0,5.92,2.82,2025-11-16
2025-11-16 07:00:36,10,385.0,6.42,2.61,2025-11-16
2025-11-16 07:00:36,11,375.0,6.25,2.68,2025-11-16
2025-11-18 05:26:03,1,339.0,5.65,2.97,2025-11-18
2025-11-18 05:26:03,2,351.0,5.85,2.85,2025-11-18
2025-11-18 05:26:03,3,347.0,5.78,2.89,2025-11-18
2025-11-18 05:26:03,4,359.0,5.98,2.81,2025-11-18
2025-11-18 05:26:03,5,400.0,6.67,2.71,2025-11-18
2025-11-18 05:26:03,6,357.0,5.95,2.81,2025-11-18
2025-11-18 05:26:03,7,356.0,5.93,2.81,2025-11-18
2025-11-18 05:26:03,8,398.0,6.63,2.78,2025-11-18
2025-11-18 05:26:03,9,360.0,6.0,2.78,2025-11-18
