date,steps
2022-06-24,23328
2022-06-25,19767
2022-06-26,11185
2022-06-27,27866
2022-06-28,5776
2022-06-29,17910
2022-06-30,5929
2022-07-01,18536
2022-07-02,10158
2022-07-03,2052
2022-07-04,5524
2022-07-05,4936
2022-07-06,8935
2022-07-07,3608
2022-07-08,8117
2022-07-09,23674
2022-07-10,8609
2022-07-11,12405
2022-07-12,5374
2022-07-13,24129
2022-07-14,9712
2022-07-15,12345
2022-07-16,473
2022-07-17,1829
2022-07-18,4793
2022-07-19,8537
2022-07-20,5964
2022-07-21,4336
2022-07-22,5757
2022-07-23,6359
2022-07-24,14744
2022-07-25,3316
2022-07-26,14469
2022-07-27,5959
2022-07-28,8146
2022-07-29,21550
2022-07-30,21805
2022-07-31,3515
2022-08-01,9214
2022-08-02,6404
2022-08-03,9850
2022-08-04,12160
2022-08-05,8567
2022-08-06,44620
2022-08-07,8923
2022-08-08,10849
2022-08-09,6403
2022-08-10,8760
2022-08-11,7871
2022-08-12,11603
2022-08-13,11603
2022-08-14,9374
2022-08-15,9562
2022-08-16,10055
2022-08-17,5381
2022-08-18,4477
2022-08-19,11484
2022-08-20,8690
2022-08-21,8885
2022-08-22,13590
2022-08-23,4217
2022-08-24,8335
2022-08-25,7250
2022-08-26,21599
2022-08-27,4900
2022-08-28,18841
2022-08-29,19244
2022-08-30,4275
2022-08-31,5965
2022-09-01,5194
2022-09-02,14160
2022-09-03,10526
2022-09-04,24139
2022-09-05,8507
2022-09-06,14257
2022-09-07,8285
2022-09-08,22321
2022-09-09,30972
2022-09-10,29835
2022-09-11,22138
2022-09-12,26066
2022-09-13,6520
2022-09-14,14585
2022-09-15,5910
2022-09-16,26258
2022-09-17,2630
2022-09-18,20408
2022-09-19,8925
2022-09-20,13308
2022-09-21,23071
2022-09-22,13255
2022-09-23,35509
2022-09-24,30637
2022-09-25,41689
2022-09-26,4254
2022-09-27,4535
2022-09-28,23323
2022-09-29,6022
2022-09-30,22587
2022-10-01,10538
2022-10-02,28961
2022-10-03,7297
2022-10-04,6498
2022-10-05,3630
2022-10-06,9434
2022-10-07,10916
2022-10-08,12580
2022-10-09,38162
2022-10-10,8501
2022-10-11,5539
2022-10-12,5124
2022-10-13,3855
2022-10-14,3146
2022-10-15,9560
2022-10-16,14686
2022-10-17,14889
2022-10-18,4376
2022-10-19,7639
2022-10-20,18149
2022-10-21,7439
2022-10-22,18395
2022-10-23,44470
2022-10-24,13759
2022-10-25,5569
2022-10-26,4729
2022-10-27,4442
2022-10-28,4654
2022-10-29,22652
2022-10-30,36638
2022-10-31,8280
2022-11-01,4114
2022-11-02,16809
2022-11-03,7278
2022-11-04,17540
2022-11-05,10292
2022-11-06,18193
2022-11-07,5938
2022-11-08,4670
2022-11-09,14172
2022-11-10,4460
2022-11-11,8822
2022-11-12,29743
2022-11-13,19344
2022-11-14,8706
2022-11-15,5451
2022-11-16,5214
2022-11-17,4825
2022-11-18,8613
2022-11-19,7043
2022-11-20,4075
2022-11-21,5770
2022-11-22,5267
2022-11-23,6079
2022-11-24,2162
2022-11-25,5752
2022-11-26,11084
2022-11-27,23098
2022-11-28,2976
2022-11-29,5411
2022-11-30,6818
2022-12-01,1834
2022-12-02,8989
2022-12-03,26343
2022-12-04,8102
2022-12-05,6818
2022-12-06,5295
2022-12-07,15293
2022-12-08,6133
2022-12-09,3969
2022-12-10,8640
2022-12-11,8415
2022-12-12,27981
2022-12-13,6882
2022-12-14,5725
2022-12-15,6510
2022-12-16,5520
2022-12-17,1995
2022-12-18,12118
2022-12-19,2388
2022-12-20,2674
2022-12-21,1193
2022-12-22,933
2022-12-23,2118
2022-12-24,14553
2022-12-25,3377
2022-12-26,8567
2022-12-27,4557
2022-12-28,1147
2022-12-29,1656
2022-12-30,1581
2022-12-31,18919
2023-01-01,4390
2023-01-02,1744
2023-01-03,5842
2023-01-04,2621
2023-01-05,1616
2023-01-06,630
2023-01-07,4075
2023-01-08,35285
2023-01-09,1121
2023-01-10,3929
2023-01-11,2613
2023-01-12,5823
2023-01-13,3349
2023-01-14,7407
2023-01-15,17472
2023-01-16,5540
2023-01-17,6295
2023-01-18,1528
2023-01-19,2274
2023-01-20,4044
2023-01-21,15794
2023-01-22,14772
2023-01-23,9852
2023-01-24,7737
2023-01-25,6375
2023-01-26,20550
2023-01-27,4820
2023-01-28,21422
2023-01-29,5247
2023-01-30,3067
2023-01-31,6473
2023-02-01,5058
2023-02-02,6432
2023-02-03,5308
2023-02-04,10776
2023-02-05,15101
2023-02-06,10792
2023-02-07,12557
2023-02-08,19147
2023-02-09,6507
2023-02-10,2975
2023-02-11,18095
2023-02-12,15928
2023-02-13,6165
2023-02-14,14145
2023-02-15,4183
2023-02-16,2525
2023-02-17,5521
2023-02-18,8706
2023-02-19,16480
2023-02-20,7883
2023-02-21,5671
2023-02-22,8201
2023-02-23,5103
2023-02-24,5813
2023-02-25,18304
2023-02-26,7278
2023-02-27,6695
2023-02-28,5450
2023-03-01,9427
2023-03-02,8379
2023-03-03,6447
2023-03-04,2879
2023-03-05,23951
2023-03-06,6557
2023-03-07,6206
2023-03-08,13067
2023-03-09,6246
2023-03-10,12665
2023-03-11,11170
2023-03-12,7549
2023-03-13,8889
2023-03-14,7230
2023-03-15,5859
2023-03-16,5426
2023-03-17,6472
2023-03-18,10930
2023-03-19,21922
2023-03-20,10810
2023-03-21,2095
2023-03-22,6470
2023-03-23,4615
2023-03-24,2883
2023-03-25,6606
2023-03-26,6552
2023-03-27,6540
2023-03-28,6944
2023-03-29,4696
2023-03-30,4680
2023-03-31,4605
2023-04-01,9606
2023-04-02,11625
2023-04-03,8482
2023-04-04,13927
2023-04-05,5975
2023-04-06,5523
2023-04-07,5234
2023-04-08,10519
2023-04-09,9466
2023-04-10,10536
2023-04-11,12205
2023-04-12,5644
2023-04-13,7834
2023-04-14,4064
2023-04-15,9732
2023-04-16,12401
2023-04-17,6679
2023-04-18,5485
2023-04-19,3670
2023-04-20,8716
2023-04-21,9273
2023-04-22,10022
2023-04-23,9643
2023-04-24,3340
2023-04-25,5009
2023-04-26,4711
2023-04-27,17823
2023-04-28,5983
2023-04-29,24162
2023-04-30,14565
2023-05-01,909
2023-05-02,10830
2023-05-03,5441
2023-05-04,2177
2023-05-05,20308
2023-05-06,11609
2023-05-07,15896
2023-05-08,6241
2023-05-09,7323
2023-05-10,1692
2023-05-11,3894
2023-05-12,9270
2023-05-13,11065
2023-05-14,8955
2023-05-15,4439
2023-05-16,3273
2023-05-17,3954
2023-05-18,10976
2023-05-19,18846
2023-05-20,5513
2023-05-21,14151
2023-05-22,5426
2023-05-23,13745
2023-05-24,7185
2023-05-25,6051
2023-05-26,1611
2023-05-27,11506
2023-05-28,17128
2023-05-29,12480
2023-05-30,12682
2023-05-31,26242
2023-06-01,6542
2023-06-02,9194
2023-06-03,18987
2023-06-04,2198
2023-06-05,8157
2023-06-06,3656
2023-06-07,4612
2023-06-08,6178
2023-06-09,5308
2023-06-10,8161
2023-06-11,10288
2023-06-12,10442
2023-06-13,7430
2023-06-14,5917
2023-06-15,6024
2023-06-16,11434
2023-06-17,8864
2023-06-18,14837
2023-06-19,5761
2023-06-20,7265
2023-06-21,7336
2023-06-22,4227
2023-06-23,5133
2023-06-24,2465
2023-06-25,11894
2023-06-26,6123
2023-06-27,1004
2023-06-28,6775
2023-06-29,3985
2023-06-30,24293
2023-07-01,9721
2023-07-02,9970
2023-07-03,1730
2023-07-04,6387
2023-07-05,4147
2023-07-06,3639
2023-07-07,1849
2023-07-08,16067
2023-07-09,1329
2023-07-10,2139
2023-07-11,8413
2023-07-12,1040
2023-07-13,7882
2023-07-14,4825
2023-07-15,18718
2023-07-16,3869
2023-07-17,22777
2023-07-18,2798
2023-07-19,16790
2023-07-20,4534
2023-07-21,4051
2023-07-22,8643
2023-07-23,8473
2023-07-24,9293
2023-07-25,5941
2023-07-26,9014
2023-07-27,6014
2023-07-28,5345
2023-07-29,2512
2023-07-30,11721
2023-07-31,7857
2023-08-01,6326
2023-08-02,4646
2023-08-03,5527
2023-08-04,4742
2023-08-05,8505
2023-08-06,38198
2023-08-07,6302
2023-08-08,6111
2023-08-09,10598
2023-08-10,12300
2023-08-11,15065
2023-08-12,9807
2023-08-13,25305
2023-08-14,6467
2023-08-15,4253
2023-08-16,9772
2023-08-17,14872
2023-08-18,14774
2023-08-19,8158
2023-08-20,19009
2023-08-21,6433
2023-08-22,12891
2023-08-23,6271
2023-08-24,9056
2023-08-25,2879
2023-08-26,4529
2023-08-27,11522
2023-08-28,5625
2023-08-29,6873
2023-08-30,2957
2023-08-31,5054
2023-09-01,6962
2023-09-02,11207
2023-09-03,8789
2023-09-04,27281
2023-09-05,15182
2023-09-06,10014
2023-09-07,5061
2023-09-08,10837
2023-09-09,34665
2023-09-10,29594
2023-09-11,11410
2023-09-12,25116
2023-09-13,10635
2023-09-14,4227
2023-09-15,4805
2023-09-16,24904
2023-09-17,8764
2023-09-18,7013
2023-09-19,13117
2023-09-20,18126
2023-09-21,9597
2023-09-22,9938
2023-09-23,14067
2023-09-24,1511
2023-09-25,7221
2023-09-26,4136
2023-09-27,6728
2023-09-28,4937
2023-09-29,6099
2023-09-30,12225
2023-10-01,8196
2023-10-02,10553
2023-10-03,5411
2023-10-04,5741
2023-10-05,8777
2023-10-06,7032
2023-10-07,9291
2023-10-08,21623
2023-10-09,5214
2023-10-10,5929
2023-10-11,8010
2023-10-12,5417
2023-10-13,3069
2023-10-14,18104
2023-10-15,2654
2023-10-16,6477
2023-10-17,5192
2023-10-18,8031
2023-10-19,3325
2023-10-20,4161
2023-10-21,32019
2023-10-22,1743
2023-10-23,2707
2023-10-24,5935
2023-10-25,3485
2023-10-26,6865
2023-10-27,10159
2023-10-28,9871
2023-10-29,1481
2023-10-30,693
2023-10-31,950
2023-11-01,5999
2023-11-02,11892
2023-11-03,12611
2023-11-04,7631
2023-11-05,15588
2023-11-06,3363
2023-11-07,7056
2023-11-08,8639
2023-11-09,11581
2023-11-10,2232
2023-11-11,3577
2023-11-12,11805
2023-11-13,8081
2023-11-14,6930
2023-11-15,6745
2023-11-16,5763
2023-11-17,3243
2023-11-18,11239
2023-11-19,18244
2023-11-20,6337
2023-11-21,7826
2023-11-22,8003
2023-11-23,5368
2023-11-24,3586
2023-11-25,12471
2023-11-26,6457
2023-11-27,3339
2023-11-28,4699
2023-11-29,8050
2023-11-30,1605
2023-12-01,3103
2023-12-02,6754
2023-12-03,11519
2023-12-04,2790
2023-12-05,7874
2023-12-06,6699
2023-12-07,3388
2023-12-08,7059
2023-12-09,13326
2023-12-10,12793
2023-12-11,7597
2023-12-12,5057
2023-12-13,4959
2023-12-14,2670
2023-12-15,7897
2023-12-16,10930
2023-12-17,15690
2023-12-18,9477
2023-12-19,6934
2023-12-20,8173
2023-12-21,5978
2023-12-22,6265
2023-12-23,8172
2023-12-24,7006
2023-12-25,8041
2023-12-26,11266
2023-12-27,8374
2023-12-28,17746
2023-12-29,10395
2023-12-30,13545
2023-12-31,11267
2024-01-01,22620
2024-01-02,9885
2024-01-03,7907
2024-01-04,5469
2024-01-05,6602
2024-01-06,6919
2024-01-07,7894
2024-01-08,5178
2024-01-09,7010
2024-01-10,4632
2024-01-11,7062
2024-01-12,6956
2024-01-13,6581
2024-01-14,8519
2024-01-15,15577
2024-01-16,16496
2024-01-17,5306
2024-01-18,6138
2024-01-19,6661
2024-01-20,9973
2024-01-21,9942
2024-01-22,7829
2024-01-23,6345
2024-01-24,5617
2024-01-25,6242
2024-01-26,14498
2024-01-27,10136
2024-01-28,18004
2024-01-29,11231
2024-01-30,5465
2024-01-31,7390
2024-02-01,7110
2024-02-02,5688
2024-02-03,6781
2024-02-04,17417
2024-02-05,8273
2024-02-06,5918
2024-02-07,11644
2024-02-08,6870
2024-02-09,8804
2024-02-10,22511
2024-02-11,4663
2024-02-12,6151
2024-02-13,7682
2024-02-14,4031
2024-02-15,5811
2024-02-16,2652
2024-02-17,23025
2024-02-18,8086
2024-02-19,5969
2024-02-20,11909
2024-02-21,7091
2024-02-22,6322
2024-02-23,6560
2024-02-24,13066
2024-02-25,31735
2024-02-26,7898
2024-02-27,6326
2024-02-28,23180
2024-02-29,6200
2024-03-01,5791
2024-03-02,32613
2024-03-03,11509
2024-03-04,9024
2024-03-05,5110
2024-03-06,7021
2024-03-07,21923
2024-03-08,6168
2024-03-09,15097
2024-03-10,7717
2024-03-11,7596
2024-03-12,5941
2024-03-13,6322
2024-03-14,9063
2024-03-15,4967
2024-03-16,11838
2024-03-17,24591
2024-03-18,11864
2024-03-19,6619
2024-03-20,9367
2024-03-21,7756
2024-03-22,21338
2024-03-23,8860
2024-03-24,4985
2024-03-25,14080
2024-03-26,7696
2024-03-27,4662
2024-03-28,6584
2024-03-29,5809
2024-03-30,10973
2024-03-31,9339
2024-04-01,15174
2024-04-02,6016
2024-04-03,8232
2024-04-04,7372
2024-04-05,6237
2024-04-06,6274
2024-04-07,8257
2024-04-08,12806
2024-04-09,4795
2024-04-10,8496
2024-04-11,6902
2024-04-12,19954
2024-04-13,8665
2024-04-14,19996
2024-04-15,14337
2024-04-16,6577
2024-04-17,6846
2024-04-18,6827
2024-04-19,9136
2024-04-20,10519
2024-04-21,25582
2024-04-22,9432
2024-04-23,6244
2024-04-24,8795
2024-04-25,8414
2024-04-26,7077
2024-04-27,20431
2024-04-28,17039
2024-04-29,5812
2024-04-30,11442
2024-05-01,8259
2024-05-02,10298
2024-05-03,7002
2024-05-04,14845
2024-05-05,22310
2024-05-06,13401
2024-05-07,5476
2024-05-08,8961
2024-05-09,18001
2024-05-10,7092
2024-05-11,12911
2024-05-12,11220
2024-05-13,8857
2024-05-14,15745
2024-05-15,5205
2024-05-16,6689
2024-05-17,19955
2024-05-18,12427
2024-05-19,11609
2024-05-20,7406
2024-05-21,6019
2024-05-22,11973
2024-05-23,15626
2024-05-24,29196
2024-05-25,7286
2024-05-26,7536
2024-05-27,2858
2024-05-28,8752
2024-05-29,7203
2024-05-30,4358
2024-05-31,7373
2024-06-01,14351
2024-06-02,9122
2024-06-03,10023
2024-06-04,5281
2024-06-05,11195
2024-06-06,7715
2024-06-07,13870
2024-06-08,18415
2024-06-09,9356
2024-06-10,17661
2024-06-11,9783
2024-06-12,8064
2024-06-13,6564
2024-06-14,6108
2024-06-15,11375
2024-06-16,9405
2024-06-17,15193
2024-06-18,11421
2024-06-19,23120
2024-06-20,22565
2024-06-21,4843
2024-06-22,18883
2024-06-23,9935
2024-06-24,5835
2024-06-25,23429
2024-06-26,6582
2024-06-27,8002
2024-06-28,8853
2024-06-29,9850
2024-06-30,18549
2024-07-01,10122
2024-07-02,7233
2024-07-03,8317
2024-07-04,12299
2024-07-05,11179
2024-07-06,8752
2024-07-07,10203
2024-07-08,5277
2024-07-09,5927
2024-07-10,5012
2024-07-11,4665
2024-07-12,7651
2024-07-13,33996
2024-07-14,4635
2024-07-15,9107
2024-07-16,5250
2024-07-17,12272
2024-07-18,8549
2024-07-19,13672
2024-07-20,15468
2024-07-21,16148
2024-07-22,7564
2024-07-23,3473
2024-07-24,12525
2024-07-25,16283
2024-07-26,6237
2024-07-27,6094
2024-07-28,11495
2024-07-29,10354
2024-07-30,6039
2024-07-31,9847
2024-08-01,4235
2024-08-02,6890
2024-08-03,6842
2024-08-04,39456
2024-08-05,12021
2024-08-06,6445
2024-08-07,10753
2024-08-08,7732
2024-08-09,6211
2024-08-10,14520
2024-08-11,8251
2024-08-12,9035
2024-08-13,5740
2024-08-14,9313
2024-08-15,5135
2024-08-16,6099
2024-08-17,8147
2024-08-18,10938
2024-08-19,5922
2024-08-20,4933
2024-08-21,8935
2024-08-22,6019
2024-08-23,5501
2024-08-24,9164
2024-08-25,5135
2024-08-26,10257
2024-08-27,6017
2024-08-28,5747
2024-08-29,5784
2024-08-30,10378
2024-08-31,12776
2024-09-01,20557
2024-09-02,13836
2024-09-03,12109
2024-09-04,2211
2024-09-05,34696
2024-09-06,10393
2024-09-07,8717
2024-09-08,11326
2024-09-09,18148
2024-09-10,42548
2024-09-11,7546
2024-09-12,37558
2024-09-13,13441
2024-09-14,16792
2024-09-15,13975
2024-09-16,25197
2024-09-17,12763
2024-09-18,12203
2024-09-19,15394
2024-09-20,11821
2024-09-21,18804
2024-09-22,11262
2024-09-23,5711
2024-09-24,4410
2024-09-25,9681
2024-09-26,5935
2024-09-27,3271
2024-09-28,22374
2024-09-29,7031
2024-09-30,5056
2024-10-01,11405
2024-10-02,10813
2024-10-03,4321
2024-10-04,6832
2024-10-05,12565
2024-10-06,3923
2024-10-07,4055
2024-10-08,7503
2024-10-09,7282
2024-10-10,4810
2024-10-11,6929
2024-10-12,8062
2024-10-13,22675
2024-10-14,4233
2024-10-15,6126
2024-10-16,9551
2024-10-17,4801
2024-10-18,19874
2024-10-19,4497
2024-10-20,18163
2024-10-21,2688
2024-10-22,1701
2024-10-23,3489
2024-10-24,20867
2024-10-25,3358
2024-10-26,20799
2024-10-27,9903
2024-10-28,8254
2024-10-29,8252
2024-10-30,6044
2024-10-31,12347
2024-11-01,1931
2024-11-02,21894
2024-11-03,16948
2024-11-04,19310
2024-11-05,6614
2024-11-06,6368
2024-11-07,6314
2024-11-08,13351
2024-11-09,11136
2024-11-10,22007
2024-11-11,7091
2024-11-12,7495
2024-11-13,6385
2024-11-14,3712
2024-11-15,4512
2024-11-16,7788
2024-11-17,3198
2024-11-18,4199
2024-11-19,5204
2024-11-20,6409
2024-11-21,1903
2024-11-22,1646
2024-11-23,8440
2024-11-24,6827
2024-11-25,1338
2024-11-26,6216
2024-11-27,6689
2024-11-28,5836
2024-11-29,2692
2024-11-30,6158
2024-12-01,28991
2024-12-02,5101
2024-12-03,5126
2024-12-04,6724
2024-12-05,12234
2024-12-06,5529
2024-12-07,1755
2024-12-08,6916
2024-12-09,1739
2024-12-10,1715
2024-12-11,2157
2024-12-12,1705
2024-12-13,8418
2024-12-14,7625
2024-12-15,14190
2024-12-16,6354
2024-12-17,10715
2024-12-18,5375
2024-12-19,5505
2024-12-20,14987
2024-12-21,8895
2024-12-22,7678
2024-12-23,7227
2024-12-24,7038
2024-12-25,7906
2024-12-26,8992
2024-12-27,24339
2024-12-28,3381
2024-12-29,2478
2024-12-30,9881
2024-12-31,2273
2025-01-01,9542
2025-01-02,13231
2025-01-03,9106
2025-01-04,4571
2025-01-05,7964
2025-01-06,5799
2025-01-07,10636
2025-01-08,8293
2025-01-09,11626
2025-01-10,12359
2025-01-11,8711
2025-01-12,17373
2025-01-13,3358
2025-01-14,10245
2025-01-15,10621
2025-01-16,4493
2025-01-17,5827
2025-01-18,12333
2025-01-19,6358
2025-01-20,5660
2025-01-21,10370
2025-01-22,10339
2025-01-23,11266
2025-01-24,748
2025-01-25,3922
2025-01-26,21775
2025-01-27,3906
2025-01-28,5004
2025-01-29,14434
2025-01-30,4218
2025-01-31,1486
2025-02-01,980
2025-02-02,30970
2025-02-03,508
2025-02-04,419
2025-02-05,2624
2025-02-06,6718
2025-02-07,701
2025-02-08,15837
2025-02-09,14556
2025-02-10,8603
2025-02-11,4876
2025-02-12,4630
2025-02-13,4666
2025-02-14,28060
2025-02-15,2184
2025-02-16,19308
2025-02-17,1619
2025-02-18,17771
2025-02-19,4440
2025-02-20,1299
2025-02-21,1827
2025-02-22,25075
2025-02-23,8311
2025-02-24,5372
2025-02-25,12299
2025-02-26,10993
2025-02-27,4937
2025-02-28,22222
2025-03-01,8098
2025-03-02,6224
2025-03-03,20208
2025-03-04,6477
2025-03-05,26219
2025-03-06,3733
2025-03-07,21657
2025-03-08,7191
2025-03-09,20272
2025-03-10,8229
2025-03-11,6362
2025-03-12,4633
2025-03-13,4659
2025-03-14,26752
2025-03-15,9713
2025-03-16,21102
2025-03-17,3875
2025-03-18,3962
2025-03-19,2044
2025-03-20,9549
2025-03-21,12914
2025-03-22,29668
2025-03-23,8431
2025-03-24,8635
2025-03-25,5012
2025-03-26,6461
2025-03-27,3679
2025-03-28,3443
2025-03-29,12753
2025-03-30,40834
2025-03-31,4982
2025-04-01,3528
2025-04-02,8359
2025-04-03,6299
2025-04-04,2519
2025-04-05,8225
2025-04-06,13394
2025-04-07,7339
2025-04-08,9261
2025-04-09,4969
2025-04-10,4589
2025-04-11,5558
2025-04-12,15207
2025-04-13,12600
2025-04-14,6357
2025-04-15,4458
2025-04-16,6163
2025-04-17,3034
2025-04-18,6153
2025-04-19,12092
2025-04-20,23542
2025-04-21,7318
2025-04-22,9046
2025-04-23,7005
2025-04-24,1659
2025-04-25,7199
2025-04-26,9366
2025-04-27,19602
2025-04-28,3532
2025-04-29,4409
2025-04-30,12962
2025-05-01,4797
2025-05-02,6160
2025-05-03,18815
2025-05-04,4920
2025-05-05,13433
2025-05-06,4119
2025-05-07,5343
2025-05-08,5567
2025-05-09,4944
2025-05-10,13913
2025-05-11,7937
2025-05-12,25477
2025-05-13,4938
2025-05-14,5261
2025-05-15,6873
2025-05-16,11128
2025-05-17,24345
2025-05-18,16661
2025-05-19,7383
2025-05-20,2885
2025-05-21,6187
2025-05-22,4446
2025-05-23,5725
2025-05-24,9501
2025-05-25,5135
2025-05-26,4214
2025-05-27,4529
2025-05-28,6213
2025-05-29,6107
2025-05-30,12562
2025-05-31,9945
2025-06-01,10215
2025-06-02,8506
2025-06-03,8827
2025-06-04,6736
2025-06-05,3620
2025-06-06,5489
2025-06-07,4500
2025-06-08,17432
2025-06-09,14639
2025-06-10,11192
2025-06-11,4842
2025-06-12,4903
2025-06-13,11768
2025-06-14,4475
2025-06-15,26753
2025-06-16,10522
2025-06-17,1679
2025-06-18,2243
2025-06-19,5926
2025-06-20,9401
2025-06-21,10021
2025-06-22,29865
2025-06-23,14839
2025-06-24,9644
2025-06-25,10494
2025-06-26,16602
2025-06-27,35591
2025-06-28,22176
2025-06-29,32273
2025-06-30,6755
2025-07-01,4243
2025-07-02,6830
2025-07-03,6695
2025-07-04,28353
2025-07-05,5844
2025-07-06,31835
2025-07-07,8029
2025-07-08,5404
2025-07-09,15118
2025-07-10,5849
2025-07-11,7290
2025-07-12,3476
2025-07-13,34603
2025-07-14,13514
2025-07-15,10149
2025-07-16,15578
2025-07-17,4003
2025-07-18,20754
2025-07-19,11922
2025-07-20,27989
2025-07-21,5474
2025-07-22,10090
2025-07-23,19562
2025-07-24,22424
2025-07-25,12941
2025-07-26,10140
2025-07-27,32954
2025-07-28,5948
2025-07-29,2602
2025-07-30,11130
2025-07-31,1538
2025-08-01,11073
2025-08-02,7656
2025-08-03,55317
2025-08-04,2634
2025-08-05,10895
2025-08-06,5742
2025-08-07,2993
2025-08-08,46102
2025-08-09,4253
2025-08-10,39628
2025-08-11,1849
2025-08-12,11480
2025-08-13,9306
2025-08-14,4983
2025-08-15,6978
2025-08-16,5612
2025-08-17,34675
2025-08-18,20492
2025-08-19,10821
2025-08-20,6044
2025-08-21,5802
2025-08-22,26511
2025-08-23,5652
2025-08-24,39296
2025-08-25,7257
2025-08-26,9889
2025-08-27,30730
2025-08-28,5373
2025-08-29,6206
2025-08-30,28287
2025-08-31,11754
2025-09-01,41715
2025-09-02,13494
2025-09-03,13450
2025-09-04,15989
2025-09-05,35399
2025-09-06,7573
2025-09-07,50184
2025-09-08,12219
2025-09-09,13091
2025-09-10,20353
2025-09-11,38005
2025-09-12,15654
2025-09-13,8775
2025-09-14,34236
2025-09-15,7058
2025-09-16,29523
2025-09-17,13788
2025-09-18,9377
2025-09-19,19731
2025-09-20,12913
2025-09-21,24596
2025-09-22,4407
2025-09-23,4190
2025-09-24,20949
2025-09-25,3976
2025-09-26,11832
2025-09-27,10282
2025-09-28,30759
2025-09-29,10026
2025-09-30,6639
2025-10-01,8418
2025-10-02,19769
2025-10-03,6173
2025-10-04,22125
2025-10-05,30512
2025-10-06,14656
2025-10-07,5346
2025-10-08,7093
2025-10-09,22141
2025-10-10,11836
2025-10-11,3316
2025-10-12,35958
2025-10-13,11461
2025-10-14,4370
2025-10-15,13402
2025-10-16,20266
2025-10-17,4469
2025-10-18,16652
2025-10-19,44307
2025-10-20,9479
2025-10-21,14520
2025-10-22,8105
2025-10-23,5715
2025-10-24,16600
2025-10-25,13679
2025-10-26,32213
2025-10-27,16338
2025-10-28,10214
2025-10-29,6434
2025-10-30,17657
2025-10-31,3584
2025-11-01,20208
2025-11-02,17741
2025-11-03,9625
2025-11-04,6514
2025-11-05,7117
2025-11-06,19928
2025-11-07,3990
2025-11-08,20899
2025-11-09,18857
2025-11-10,15016
2025-11-11,22455
2025-11-12,5568
2025-11-13,17539
2025-11-14,7014
2025-11-15,17522
2025-11-16,21514
2025-11-17,8355
2025-11-18,31780
2025-11-19,5877
2025-11-20,18447
2025-11-21,5577
2025-11-22,14564
2025-11-23,18381
2025-11-24,13706
2025-11-25,16877
2025-11-26,9808
2025-11-27,19406
2025-11-28,6511
2025-11-29,14099
2025-11-30,18245
2025-12-01,9570
2025-12-02,7492
2025-12-03,3731
2025-12-04,14781
2025-12-05,7091
2025-12-06,16814
2025-12-07,21427
2025-12-08,10109
2025-12-09,10743
2025-12-10,6391
2025-12-11,15803
2025-12-12,9678
2025-12-13,15365
2025-12-14,38452
2025-12-15,6655
2025-12-16,5892
2025-12-17,7240
2025-12-18,6725
2025-12-19,15256
2025-12-20,11548
2025-12-21,26692
2025-12-22,24364
2025-12-23,16451
2025-12-24,9280
2025-12-25,18914
2025-12-26,10569
2025-12-27,16318
2025-12-28,16579
2025-12-29,13651
2025-12-30,26755
2025-12-31,11527
2026-01-01,19479
2026-01-02,1609
2026-01-03,12824
2026-01-04,7388
2026-01-05,14300
2026-01-06,17399
2026-01-07,6104
2026-01-08,3792
2026-01-09,7666
2026-01-10,12949
2026-01-11,36601
2026-01-12,7888
2026-01-13,19242
2026-01-14,7544
2026-01-15,19613
2026-01-16,3445
2026-01-17,13574
2026-01-18,35856
2026-01-19,5255
2026-01-20,10798
2026-01-21,5729
2026-01-22,13322
2026-01-23,7901
2026-01-24,9375
2026-01-25,33769
2026-01-26,4159
2026-01-27,6231
2026-01-28,7444
2026-01-29,6991
2026-01-30,38219
2026-01-31,1378
2026-02-01,17592
2026-02-02,7847
2026-02-03,4763
2026-02-04,22428
2026-02-05,4130
2026-02-06,39925
2026-02-07,17980
2026-02-08,21025
2026-02-09,9883
2026-02-10,5317
2026-02-11,28467
2026-02-12,5700
2026-02-13,39363
2026-02-14,16688
2026-02-15,21532
2026-02-16,7486
2026-02-17,29065
2026-02-18,7685
2026-02-19,3652
2026-02-20,27205
2026-02-21,12375
2026-02-22,29265
2026-02-23,4709
2026-02-24,3398
2026-02-25,24167
2026-02-26,5117
2026-02-27,3237
2026-02-28,43881
2026-03-01,15524
2026-03-02,9347
2026-03-03,3848
2026-03-04,24300
2026-03-05,4514
2026-03-06,21548
2026-03-07,11216
2026-03-08,51018
2026-03-09,8732
2026-03-10,2880
2026-03-11,25028
2026-03-12,5518
2026-03-13,43278
2026-03-14,7224
2026-03-15,20167
2026-03-16,10941
