id,name,type,sport_type,start_date_local,distance,moving_time,elapsed_time,total_elevation_gain,average_speed,max_speed,average_heartrate,max_heartrate,average_cadence,suffer_score,kudos_count,start_latlng,end_latlng,distance_km,moving_time_min,elapsed_time_min,pace_min_per_km,speed_kmh
17324734061,SMRC 11km rustige loop,Run,Run,2026-02-08 07:51:31+00:00,11784.2,4040,4523,43.2,2.917,7.147,137.8,173.0,,15.0,15,"[51.362275, 6.175905]","[51.369827, 6.167679]",11.7842,67.33333333333333,75.38333333333334,5.713865458268981,10.501199999999999
17333070236,Ochtendloop,Run,Run,2026-02-08 08:33:55+00:00,5589.0,1989,2005,8.6,2.81,6.84,,,,,9,"[51.36992, 6.167706]","[51.370052, 6.167831]",5.589,33.15,33.416666666666664,5.931293612453032,10.116
17361471906,1km herhalingen (Tempo 04:10),Run,Run,2026-02-11 12:00:31+00:00,10464.1,3447,3724,26.4,3.036,5.5,161.5,189.0,83.6,42.0,6,"[51.361253, 6.186773]","[51.365918, 6.199323]",10.4641,57.45,62.06666666666667,5.490199826071999,10.9296
17382713395,"6km 05:10 // 5,5km 05:05 // 4,5km 04:40 // 1km Z2",Run,Run,2026-02-13 10:36:26+00:00,17030.9,5101,5358,58.2,3.339,8.014,153.2,185.0,,43.0,7,"[51.361234, 6.184138]","[51.361258, 6.180513]",17.030900000000003,85.01666666666667,89.3,4.991906867321554,12.0204
17402243728,SMRC 10km rustige loop,Run,Run,2026-02-15 08:00:54+00:00,10241.3,3408,3903,47.6,3.005,8.512,146.8,169.0,,14.0,7,"[51.369757, 6.164465]","[51.36932, 6.164363]",10.241299999999999,56.8,65.05,5.546170896272934,10.818
17426828912,2km Z2 // 4x (1km 04:45 en 1km 04:25) // 90s rust // 1km Z2,Run,Run,2026-02-17 12:33:58+00:00,11173.5,3291,3296,33.6,3.395,5.2,160.0,185.0,,50.0,7,"[51.361527, 6.184759]","[51.365071, 6.194015]",11.1735,54.85,54.93333333333333,4.908936322548888,12.222
17462210882,1km Z2 // 2km 05:05 // 2km 04:45 // 1km 04:30 // 1km 04:20 // 90s rust // 500m Z2,Run,Run,2026-02-20 16:03:52+00:00,7674.7,2260,2279,24.0,3.396,4.82,164.3,188.0,,35.0,10,"[51.361363, 6.186942]","[51.359484, 6.20289]",7.6747,37.666666666666664,37.983333333333334,4.907900851716245,12.2256
17481700469,Orion Nieuwjaarsloop 10km,Run,Run,2026-02-22 11:00:23+00:00,10076.8,2670,2690,25.6,3.746,6.5,185.2,195.0,,90.0,20,"[51.376595, 6.118332]","[51.376389, 6.118693]",10.076799999999999,44.5,44.833333333333336,4.416084471260718,13.4856
17518036934,"2km Z2 // 90s rust // 4x (1,2km 04:05 en 400m 03:45) // 1,6km Z2",Run,Run,2026-02-25 13:43:14+00:00,11480.3,3488,3519,34.8,3.291,6.42,165.1,188.0,,56.0,10,"[51.361711, 6.185005]","[51.361766, 6.185092]",11.4803,58.13333333333333,58.65,5.063746882340473,11.8476
17552307271,4km Z2 // 4km 05:00 // 9km 04:35 // 2km Z2,Run,Run,2026-02-28 12:24:19+00:00,19034.0,5600,5838,99.4,3.399,7.587,164.8,181.0,,86.0,11,"[51.361405, 6.184647]","[51.358314, 6.17871]",19.034,93.33333333333333,97.3,4.903506006794858,12.2364
17602408266,Rollende 300s,Run,Run,2026-03-04 16:28:10+00:00,10172.9,3146,3164,27.4,3.234,5.82,162.1,189.0,,43.0,12,"[51.361655, 6.18557]","[51.361343, 6.184526]",10.1729,52.43333333333333,52.733333333333334,5.154216922739173,11.6424
17625856128,Warming up Sub20,Run,Run,2026-03-06 16:45:08+00:00,1706.0,538,541,19.6,3.171,4.06,133.2,162.0,,2.0,6,"[51.361585, 6.185671]","[51.359064, 6.204867]",1.706,8.966666666666667,9.016666666666667,5.255959359124658,11.4156
17626108927,Poging 3 -> 5km Sub20 ✅🎉 (Ramadan),Run,Run,2026-03-06 16:58:10+00:00,5029.6,1189,1193,6.8,4.23,5.92,183.7,192.0,,39.0,15,"[51.360267, 6.206771]","[51.357084, 6.214886]",5.0296,19.816666666666666,19.883333333333333,3.9400084831133024,15.228000000000002
17626241836,Cooling down Sub20,Run,Run,2026-03-06 17:22:22+00:00,1479.9,485,488,0.0,3.051,3.98,165.8,173.0,,8.0,7,"[51.357955, 6.210358]","[51.362644, 6.191562]",1.4799,8.083333333333334,8.133333333333333,5.462080771223281,10.983600000000001
17648861806,Halve marathon easy pace (Z2),Run,Run,2026-03-08 12:48:56+00:00,21124.4,6941,7237,75.8,3.043,9.806,153.1,177.0,,45.0,12,"[51.361249, 6.183478]","[51.359184, 6.175817]",21.1244,115.68333333333334,120.61666666666666,5.476289661875998,10.9548
17686795808,Tempo 3-2-1,Run,Run,2026-03-11 16:36:10+00:00,11669.2,3576,3584,33.6,3.263,5.64,159.5,185.0,,47.0,9,"[51.361518, 6.184745]","[51.362118, 6.182134]",11.6692,59.6,59.733333333333334,5.107462379597573,11.7468
17710782618,19km blok lange duurloop,Run,Run,2026-03-13 17:02:56+00:00,18821.2,5777,6099,30.7,3.258,4.42,161.2,184.0,,88.0,12,"[51.369919, 6.158254]","[51.368591, 6.157568]",18.8212,96.28333333333333,101.65,5.1156851493705675,11.7288
17727058324,11km rustige loop (SMRC),Run,Run,2026-03-15 08:05:20+00:00,10293.7,3489,3830,40.6,2.95,7.304,149.2,183.0,,17.0,16,"[51.369949, 6.170396]","[51.370104, 6.167205]",10.293700000000001,58.15,63.833333333333336,5.6490863343598505,10.620000000000001
